# Generated from the following BioVelo query on EcoCyc, 11:22am, November 4, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, (regulators-of-site x), Evidence) : x<-ECOLI^^DNA-Binding-Sites, !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Site", "Frame ID", "Regulators",  "Evidence")), 2)
H-NS DNA-binding-site regulating csiEp2	BS0-3022	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
MetJ-SAM DNA-binding-site 17.5 bases downstream of metFp	BS0-2966	DNA-binding transcriptional repressor MetJ,MetJ-adenine,MetJ-MTA,MetJ-S-adenosylmethionine,DNA-binding transcriptional repressor MetJ-<i>S</i>-adenosyl-L-methionine,MetJ-SAM-AdoMet,<i>S</i>-adenosyl-L-methionine	EV-COMP-AINF-SIMILAR-TO-CONSENSUS
Nac DNA-binding-site (BS0-9829)	BS0-9829	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
Lrp DNA-binding-site 56 bases upstream of lrpp	BS00642	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IMP-SITE-MUTATION
Nac DNA-binding-site (BS0-10019)	BS0-10019	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
GlaR DNA-binding-site (BS0-9638)	BS0-9638	DNA-binding transcriptional repressor GlaR,GlaR-glutarate,glutarate	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
MprA DNA-binding-site 16 bases upstream of acrAp	BS0-7615	DNA-binding transcriptional regulator MprA,DNA-binding transcriptional repressor MprA,MprA-salicylate,MprA-carbonylcyanide <i>m</i>-chlorophenylhydrazone,MprA-2,4-dinitrophenol,salicylate,carbonylcyanide <i>m</i>-chlorophenylhydrazone,2,4-dinitrophenol	EV-COMP-AINF-SIMILAR-TO-CONSENSUS
DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10970)	BS0-10970	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-EXP-CHIP-EXO-MANUAL,EV-EXP-IEP-RNA-SEQ
Lrp DNA-binding-site 8 bases downstream of lrpp	BS0-7605	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
SoxS DNA-binding-site 6 bases downstream of nepIp	BS0-8771	DNA-binding transcriptional dual regulator SoxS	EV-EXP-CHIP-EXO-MANUAL,EV-COMP-HINF,EV-EXP-IEP-RNA-SEQ
Fis DNA-binding-site 66 bases upstream of narGp	BS0-7547	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
MetJ-SAM DNA-binding-site 46.5 bases upstream of metBp	BS0-2942	DNA-binding transcriptional repressor MetJ,MetJ-adenine,MetJ-MTA,MetJ-S-adenosylmethionine,DNA-binding transcriptional repressor MetJ-<i>S</i>-adenosyl-L-methionine,MetJ-SAM-AdoMet,<i>S</i>-adenosyl-L-methionine	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Fis DNA-binding-site 2 bases upstream of pflBp1	BS0-7551	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 14 bases upstream of yjhIp	BS0-8991	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Cra DNA-binding-site 18.5 bases downstream of pykFp	BS00799	DNA-binding transcriptional regulator Cra,DNA-binding transcriptional dual regulator Cra,Cra-&beta;-D-fructofuranose 1-phosphate,&beta;-D-fructofuranose 1-phosphate	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-CHIP-EXO,EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-RNA-SEQ
Fis DNA-binding-site 9 bases downstream of hlyEp	BS0-7536	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site (BS0-9903)	BS0-9903	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Fis DNA-binding-site 113 bases upstream of aldBp	BS00766	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DNA-binding transcriptional dual regulator Fur DNA-binding-site 13 bases downstream of entCp	BS0-6956	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-EXP-CHIP-EXO,EV-AS,EV-AS,EV-AS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-CHIP-SEQ-MANUAL,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-CHIP-EXO-MANUAL,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
IHF DNA-binding-site (BS0-10584)	BS0-10584	integration host factor subunit &alpha;,integration host factor subunit &beta;,DNA-binding transcriptional dual regulator IHF	EV-COMP,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-9727)	BS0-9727	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-CHIP-CHIP,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-MICROARRAY
TyrR DNA-binding-site 64.5 bases upstream of tyrPp1	BS00261	DNA-binding transcriptional dual regulator TyrR,DNA-binding transcriptional repressor TyrR-L-tyrosine,DNA-binding transcriptional repressor TyrR-L-phenylalanine,L-tyrosine,L-phenylalanine	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Fis DNA-binding-site 75 bases upstream of metYp1	BS00787	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-COMP-HINF
IHF DNA-binding-site 115 bases upstream of nirBp	BS0-4207	integration host factor subunit &alpha;,integration host factor subunit &beta;,DNA-binding transcriptional dual regulator IHF	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10327)	BS0-10327	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
NarP-Pasp59 DNA-binding-site 74 bases upstream of nirBp	BS0-32	DNA-binding transcriptional dual regulator NarP,DNA-binding transcriptional dual regulator NarP-phosphorylated	EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
MraZ DNA-binding-site 8 bases downstream of mraZp	BS0-8421	DNA-binding transcriptional repressor MraZ	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10330)	BS0-10330	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
EvgA-Pasp DNA-binding-site 113.5 bases upstream of yfdXp	BS0-7474	DNA-binding transcriptional activator EvgA,DNA-binding transcriptional activator EvgA-phosphorylated	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Cra DNA-binding-site 40.5 bases downstream of manXp	BS0-7676	DNA-binding transcriptional regulator Cra,DNA-binding transcriptional dual regulator Cra,Cra-&beta;-D-fructofuranose 1-phosphate,&beta;-D-fructofuranose 1-phosphate	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
TreR DNA-binding-site 48 bases upstream of treBp	BS0-1541	DNA-binding transcriptional repressor TreR,DNA-binding transcriptional repressor TreR,TreR-D-trehalose 6-phosphate	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
LexA DNA-binding-site 20.5 bases upstream of umuDp	BS00437	DNA-binding transcriptional repressor LexA,DNA-binding transcriptional repressor LexA	EV-COMP-HINF-SIMILAR-TO-CONSENSUS
UvrY-Pasp54 DNA-binding-site 183 bases upstream of csrBp	BS0-8510	DNA-binding transcriptional activator UvrY,DNA-binding transcriptional activator UvrY-phosphorylated	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Fis DNA-binding-site 121 bases upstream of patAp2	BS0-2481	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-COMP-AINF-SIMILAR-TO-CONSENSUS
GgaR DNA-binding-site regulating yegTp	BS0-10947	DNA-binding transcriptional regulator GgaR,YegW-ADP-&alpha;-D-glucose,ADP-&alpha;-D-glucose	EV-EXP-CHIP-CHIP,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS-EMSA,EV-EXP-IEP-NORTHERN
Nac DNA-binding-site (BS0-9786)	BS0-9786	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
LexA DNA-binding-site 4.5 bases downstream of rpsUp3	BS00652	DNA-binding transcriptional repressor LexA,DNA-binding transcriptional repressor LexA	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IMP-SITE-MUTATION
Nac DNA-binding-site (BS0-9873)	BS0-9873	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
GadX DNA-binding-site 210.5 bases upstream of gadBp2	BS0-8011	DNA-binding transcriptional dual regulator GadX	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
BasR-Pasp51 DNA-binding-site regulating eptA	BS0-8280	DNA-binding transcriptional dual regulator BasR,DNA-binding transcriptional dual regulator BasR-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
SgrR DNA-binding-site 53.5 bases upstream of sgrSp2	BS0-7341	DNA-binding transcriptional dual regulator SgrR	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
PhoP-Pasp51 DNA-binding-site 137 bases upstream of hdeDp2	BS0-7872	DNA-binding transcriptional dual regulator PhoP,DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10878)	BS0-10878	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-EXP-CHIP-EXO-MANUAL,EV-EXP-IEP-RNA-SEQ
DNA-binding transcriptional dual regulator Fur DNA-binding-site 23 bases upstream of cirAp1	BS0-7478	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-EXP-CHIP-EXO,EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-CHIP-EXO-MANUAL,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 60.5 bases upstream of nanAp	BS0-5481	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 195.5 bases upstream of malKp	BS00115	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 296.5 bases upstream of nirBp	BS-7108	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
FadR DNA-binding-site 38 bases upstream of accAp2	BS0-8493	DNA-binding transcriptional dual regulator FadR,FadR-an acyl-CoA,an acyl-CoA	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
SrlR DNA-binding-site regulating srlAp	BS00415	DNA-binding transcriptional repressor SrlR,SrlR-D-sorbitol,D-sorbitol	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
AgaR DNA-binding-site 19.5 bases upstream of agaRp	BS0-6742	DNA-binding transcriptional repressor AgaR	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Fis DNA-binding-site 49 bases downstream of crpp1	BS0-7318	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
MetJ-SAM DNA-binding-site 162.5 bases upstream of metRp2	BS0-6805	DNA-binding transcriptional repressor MetJ,MetJ-adenine,MetJ-MTA,MetJ-S-adenosylmethionine,DNA-binding transcriptional repressor MetJ-<i>S</i>-adenosyl-L-methionine,MetJ-SAM-AdoMet,<i>S</i>-adenosyl-L-methionine	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS
DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10931)	BS0-10931	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-EXP-CHIP-SEQ-MANUAL,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-RNA-SEQ
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 83.5 bases upstream of chbBp	BS0-3561	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
GlpR DNA-binding-site 58.5 bases upstream of glpFp	BS00677	DNA-binding transcriptional repressor GlpR	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS
PurR-hypoxanthine DNA-binding-site 36.5 bases upstream of codBp	BS00489	DNA-binding transcriptional repressor PurR,DNA-binding transcriptional repressor PurR,DNA-binding transcriptional repressor PurR-hypoxanthine,hypoxanthine	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
YiaU DNA-binding-site (BS0-10677)	BS0-10677	DNA-binding transcriptional activator YiaU	EV-EXP-CHIP-EXO-MANUAL,EV-EXP-IEP-RNA-SEQ
CpxR-phosphorylated DNA-binding-site 87.5 bases upstream of focAp2	BS0-10696	CpxR-phosphorylated,DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-QRTPCR
NarL-Pasp59 DNA-binding-site 27 bases upstream of dmsAp1	BS00058	DNA-binding transcriptional dual regulator NarL,DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS
ArcA-Pasp54 DNA-binding-site 113 bases upstream of acnBp1	BS766	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
FliZ DNA-binding-site 8 bases downstream of hdeAp2	BS0-8234	DNA-binding transcriptional regulator FliZ	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
NikR DNA-binding-site 12.5 bases upstream of nikAp1	BS0-2721	DNA-binding transcriptional repressor NikR,NikR-Ni transcriptional repressor,DNA-binding transcriptional repressor NikR-Ni<SUP>2+</SUP>	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS
Cra DNA-binding-site 164.5 bases downstream of enop3	BS0-8252	DNA-binding transcriptional regulator Cra,DNA-binding transcriptional dual regulator Cra,Cra-&beta;-D-fructofuranose 1-phosphate,&beta;-D-fructofuranose 1-phosphate	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-CHIP-EXO-MANUAL,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
GntR DNA-binding-site 78.5 bases upstream of idnDp	BS0-4127	DNA-binding transcriptional repressor GntR,GntR-D-gluconate,D-gluconate	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
NarP-Pasp59 DNA-binding-site 15 bases downstream of ydhYp	BS0-7582	DNA-binding transcriptional dual regulator NarP,DNA-binding transcriptional dual regulator NarP-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Fis DNA-binding-site 138.5 bases upstream of nuoAp1	BS0-2081	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArcA-Pasp54 DNA-binding-site 340 bases upstream of dcuCp	BS0-1424	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site regulating ybiN	BS0-8850	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Lrp DNA-binding-site (BS0-10244)	BS0-10244	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
Fis DNA-binding-site 74 bases upstream of lysTp	BS00777	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-COMP-HINF,EV-COMP-HINF
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 89.5 bases upstream of casAp	BS0-8429	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
NagC DNA-binding-site 22 bases upstream of chiZp	BS0-7973	DNA-binding transcriptional dual regulator NagC,NagC-<i>N</i>-acetyl-D-glucosamine 6-phosphate,<i>N</i>-acetyl-D-glucosamine 6-phosphate	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site regulating yfjI	BS0-8898	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
Nac DNA-binding-site (BS0-10009)	BS0-10009	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
ZraR-Pasp56 DNA-binding-site regulating tnaAB	BS0-10498	DNA-binding transcriptional activator ZraR,DNA-binding transcriptional activator ZraR-phosphorylated	EV-EXP-CHIP-SEQ-MANUAL,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 99.5 bases upstream of sodAp	BS00764	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10240)	BS0-10240	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
IHF DNA-binding-site 83 bases upstream of nuoAp2	BS00660	integration host factor subunit &alpha;,integration host factor subunit &beta;,DNA-binding transcriptional dual regulator IHF	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
