Gene ID (EcoCyc),Gene name,Enzyme encoded,Pathways,Pathways parent,Protein products,Reactions
EG10357,fumB,FUMARASE-B,"['TCA', 'FERMENTATION-PWY']","['TCA-VARIANTS', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",FUMB-MONOMER,"['FUMHYDR-RXN', 'D--TARTRATE-DEHYDRATASE-RXN']"
EG10358,fumC,FUMARASE-C,"['TCA', 'FERMENTATION-PWY']","['TCA-VARIANTS', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",FUMC-MONOMER,['FUMHYDR-RXN']
EG11329,gabD,CPLX0-7688,"['PWY-6537', 'PWY0-461']","['4-Aminobutyraye-Degradation', 'LYSINE-DEG']",SUCCSEMIALDDEHYDROG-MONOMER,"['SUCCSEMIALDDEHYDROG-RXN', 'RXN-8182']"
EG11330,gabP,GABP-MONOMER,,,GABP-MONOMER,"['TRANS-RXN-57', 'TRANS-RXN-384']"
EG10361,gabT,GABATRANSAM-CPLX,"['PWY-6537', 'PWY0-461', 'GLUTORN-PWY']","['4-Aminobutyraye-Degradation', 'LYSINE-DEG', 'L-Ornithine-Biosynthesis']",GABATRANSAM-MONOMER,"['GABATRANSAM-RXN', 'VAGL-RXN', 'ACETYLORNTRANSAM-RXN']"
EG50009,gadA,GLUTDECARBOXA-CPLX,PWY0-1305,"['Acid-Resistance', 'GLUTAMATE-DEG']",GLUTDECARBOXA-MONOMER,['GLUTDECARBOX-RXN']
EG11490,gadB,GLUTDECARBOXB-CPLX,PWY0-1305,"['Acid-Resistance', 'GLUTAMATE-DEG']",GLUTDECARBOXB-MONOMER,['GLUTDECARBOX-RXN']
G6786,gadC,XASA-MONOMER,,,XASA-MONOMER,"['TRANS-RXN-261', 'TRANS-RXN-1549']"
EG10362,galE,UDPGLUCEPIM-CPLX,"['PWY-7344', 'COLANSYN-PWY', 'PWY-6317']","['UDP-Sugar-Biosynthesis', 'Carbohydrates-Biosynthesis', 'Super-Pathways', 'GALACTOSE-DEGRADATION']",UDPGLUCEPIM-MONOMER,['UDPGLUCEPIM-RXN']
EG10363,galK,GALACTOKIN-MONOMER,PWY-6317,GALACTOSE-DEGRADATION,GALACTOKIN-MONOMER,['GALACTOKIN-RXN']
EG11698,galM,ALDOSE1EPIM-MONOMER,PWY-6317,GALACTOSE-DEGRADATION,ALDOSE1EPIM-MONOMER,['ALDOSE1EPIM-RXN']
EG12148,galP,GALP-MONOMER,,,GALP-MONOMER,"['TRANS-RXN-21', 'RXN0-7077']"
EG10366,galT,GALACTURIDYLYLTRANS-CPLX,PWY-6317,GALACTOSE-DEGRADATION,GALACTURIDYLYLTRANS-MONOMER,['GALACTURIDYLYLTRANS-RXN']
EG11319,galU,CPLX0-8205,PWY-7343,UDP-Sugar-Biosynthesis,GLUC1PURIDYLTRANS-MONOMER,['GLUC1PURIDYLTRANS-RXN']
EG10367,gapA,GAPDH-A-CPLX,"['GLUCONEO-PWY', 'PWY-5484', 'GLYCOLYSIS']","['Gluconeogenesis', 'GLYCOLYSIS-VARIANTS', 'GLYCOLYSIS-VARIANTS']",GAPDH-A-MONOMER,['GAPOXNPHOSPHN-RXN']
EG12522,garD,CPLX0-8537,GALACTARDEG-PWY,D-Galactarate-Degradation,GALACTARDEHYDRA-MONOMER,['GALACTARDEHYDRA-RXN']
EG11175,garK,GKI-MONOMER,"['PWY0-1300', 'GALACTARDEG-PWY', 'GLUCARDEG-PWY', 'GLYCOLATEMET-PWY']","['Sugar-Derivatives', 'D-Galactarate-Degradation', 'D-Glucarate-Degradation', 'Glycolate-Degradation']",GKI-MONOMER,['GKI-RXN']
EG10016,garL,CPLX0-7615,"['GALACTARDEG-PWY', 'GLUCARDEG-PWY']","['D-Galactarate-Degradation', 'D-Glucarate-Degradation']",KDGALDOL-MONOMER,['KDGALDOL-RXN']
EG12760,garP,YHAU-MONOMER,,,YHAU-MONOMER,"['TRANS-RXN0-204', 'TRANS-RXN0-203', 'TRANS-RXN0-523']"
EG11176,garR,TSA-REDUCT-MONOMER,"['GALACTARDEG-PWY', 'GLUCARDEG-PWY', 'GLYCOLATEMET-PWY']","['D-Galactarate-Degradation', 'D-Glucarate-Degradation', 'Glycolate-Degradation']",TSA-REDUCT-MONOMER,"['RXN0-5289', 'TSA-REDUCT-RXN']"
G7128,gatZ,,,,G7128-MONOMER,
EG10369,gcd,GLUCDEHYDROG-MONOMER,GLUCOSE1PMETAB-PWY,Sugars-And-Polysaccharides-Degradation,GLUCDEHYDROG-MONOMER,['RXN0-6373']
EG11583,gcl,GLYOCARBOLIG-CPLX,GLYCOLATEMET-PWY,Glycolate-Degradation,GLYOCARBOLIG-MONOMER,['GLYOCARBOLIG-RXN']
EG11810,gcvP,"['GCVMULTI-CPLX', 'GCVP-CPLX']","['1CMET2-PWY', 'PWY0-1608', 'GLYCLEAV-PWY']","['Folate-Transformations', 'GLYCINE-DEG', 'GLYCINE-DEG']",GCVP-MONOMER,"['GCVMULTI-RXN', 'GCVT-RXN', 'RXN-8629', 'GCVP-RXN']"
EG11442,gcvT,"['GCVMULTI-CPLX', 'GCVT-MONOMER']","['1CMET2-PWY', 'PWY0-1608', 'GLYCLEAV-PWY']","['Folate-Transformations', 'GLYCINE-DEG', 'GLYCINE-DEG']",GCVT-MONOMER,"['GCVMULTI-RXN', 'GCVP-RXN', 'RXN-8629', 'GCVT-RXN']"
EG10372,gdhA,GDHA-CPLX,GLUTSYNIII-PWY,GLUTAMATE-SYN,GDHA-MONOMER,['GLUTDEHYD-RXN']
G6539,ghrA,G6539-MONOMER,,,G6539-MONOMER,"['GLYOXYLATE-REDUCTASE-NADP+-RXN', 'RXN0-300']"
EG12272,ghrB,CPLX0-235,KETOGLUCONMET-PWY,"['Aldonate-Degradation', 'Super-Pathways']",MONOMER-43,"['GLYOXYLATE-REDUCTASE-NADP+-RXN', 'RXN0-300', '1.1.1.215-RXN', 'RXN0-7021', 'YIAE1-RXN']"
G7542,glcA,B2975-MONOMER,,,B2975-MONOMER,"['TRANS-RXN-105', 'TRANS-RXN-104', 'TRANS-RXN0-515', 'TRANS-RXN0-622']"
EG20080,glcB,MALSYNG-MONOMER,GLYOXDEG-PWY,Glycolate-Degradation,MALSYNG-MONOMER,['MALSYN-RXN']
G7545,glcD,CPLX0-7458,"['GLYOXDEG-PWY', 'GLYCOLATEMET-PWY']","['Glycolate-Degradation', 'Glycolate-Degradation']",G7545-MONOMER,"['GLYCOLATEDEHYDRO-RXN', 'RXN0-7229']"
EG11904,gldA,GLYCDEH-CPLX,"['PWY-5453', 'GLYCEROLMETAB-PWY']","['Methylglyoxal-Detoxification', 'GLYCEROL-DEG']",GLYCDEH-MONOMER,"['RXN-8632', 'AMINOPROPDEHYDROG-RXN', 'GLYCDEH-RXN']"
EG11981,glf,CPLX0-8582,OANTIGEN-PWY,"['Metabolic-Clusters', 'SUGAR-NUCLEOTIDES', 'Super-Pathways']",GALPMUT-MONOMER,['GALPMUT-RXN']
EG10379,glgC,GLUC1PADENYLTRANS-CPLX,GLYCOGENSYNTH-PWY,GLYCOGEN-BIOSYN,GLUC1PADENYLTRANS-MONOMER,['GLUC1PADENYLTRANS-RXN']
EG11553,glmM,CPLX0-8583,"['UDPNAGSYN-PWY', 'PWY0-1261']","['UDP-NAc-Glucosamine-Biosynthesis', 'Anhydromuropeptides-Recycling']",PHOSGLUCOSAMINEMUT-MONOMER,"['5.4.2.10-RXN', 'RXN-16424', 'RXN0-7139']"
EG10382,glmS,L-GLN-FRUCT-6-P-AMINOTRANS-CPLX,UDPNAGSYN-PWY,UDP-NAc-Glucosamine-Biosynthesis,L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER,['L-GLN-FRUCT-6-P-AMINOTRANS-RXN']
EG11198,glmU,NAG1P-URIDYLTRANS-CPLX,"['UDPNAGSYN-PWY', 'PWY0-1261']","['UDP-NAc-Glucosamine-Biosynthesis', 'Anhydromuropeptides-Recycling']",NAG1P-URIDYLTRANS-MONOMER,"['NAG1P-URIDYLTRANS-RXN', '2.3.1.157-RXN']"
EG10383,glnA,GLUTAMINESYN-OLIGOMER,"['GLNSYN-PWY', 'PWY-8291', 'PWY-8294', 'AMMASSIM-PWY']","['Ammonia-Assimilation', 'GLUTAMINE-SYN', 'ASPARTATE-DEG', 'ASPARTATE-DEG', 'Ammonia-Assimilation']","['ADENYLYL-GS', 'GLUTAMINESYN-MONOMER']",['GLUTAMINESYN-RXN']
EG10386,glnH,ABC-12-CPLX,,,GLNH-MONOMER,['ABC-12-RXN']
EG10388,glnP,ABC-12-CPLX,,,GLNP-MONOMER,['ABC-12-RXN']
EG10389,glnQ,ABC-12-CPLX,,,GLNQ-MONOMER,['ABC-12-RXN']
G6891,gloA,GLYOXI-CPLX,PWY-5386,Methylglyoxal-Detoxification,GLYOXI-MONOMER,"['GLYOXI-RXN', 'RXN2PN3-45']"
G6099,gloB,GLYOXII-MONOMER,PWY-5386,Methylglyoxal-Detoxification,GLYOXII-MONOMER,['GLYOXII-RXN']
EG10391,glpA,ANGLYC3PDEHYDROG-CPLX,"['PWY-4261', 'PWY-6952', 'PWY0-1581', 'PWY0-1582', 'PWY0-1591']","['GLYCEROL-DEG', 'GLYCEROL-DEG', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer']",ANGLYC3PDEHYDROGSUBUNITA-MONOMER,['RXN-15740']
EG10392,glpB,ANGLYC3PDEHYDROG-CPLX,"['PWY-4261', 'PWY-6952', 'PWY0-1581', 'PWY0-1582', 'PWY0-1591']","['GLYCEROL-DEG', 'GLYCEROL-DEG', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer']",ANGLYC3PDEHYDROGSUBUNITB-MONOMER,['RXN-15740']
EG10393,glpC,ANGLYC3PDEHYDROG-CPLX,"['PWY-4261', 'PWY-6952', 'PWY0-1581', 'PWY0-1582', 'PWY0-1591']","['GLYCEROL-DEG', 'GLYCEROL-DEG', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Electron-Transfer']",ANGLYC3PDEHYDROGSUBUNITC-MONOMER,['RXN-15740']
EG10394,glpD,AERGLYC3PDEHYDROG-CPLX,"['PWY-4261', 'PWY-6952', 'PWY0-1561', 'PWY0-1584']","['GLYCEROL-DEG', 'GLYCEROL-DEG', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction']",AERGLYC3PDEHYDROG-MONOMER,['RXN0-5260']
EG10395,glpE,CPLX0-242,PWY-5350,Thiosulfate-Disproportionation,EG10395-MONOMER,"['RXN0-6385', 'THIOSULFATE-SULFURTRANSFERASE-RXN']"
EG10396,glpF,CPLX0-7654,,,GLPF-MONOMER,"['TRANS-RXN-131', 'RXN0-7189', 'TRANS-RXN0-536', 'TRANS-RXN0-537', 'TRANS-RXN0-460', 'TRANS-RXN0-551', 'RXN0-7191']"
EG10398,glpK,GLYCEROL-KIN-CPLX,PWY-4261,GLYCEROL-DEG,GLYCEROL-KIN-MONOMER,['GLYCEROL-KIN-RXN']
EG10399,glpQ,GLYCPDIESTER-PERI-CPLX,PWY-6952,GLYCEROL-DEG,GLYCPDIESTER-PERI-MONOMER,"['RXN-14073', 'RXN-14160', 'GLYCPDIESTER-RXN']"
EG10401,glpT,GLPT-MONOMER,,,GLPT-MONOMER,['TRANS-RXN-22']
EG11517,glpX,CPLX0-303,"['GLUCONEO-PWY', 'PWY-5484', 'GLYCOLYSIS']","['Gluconeogenesis', 'GLYCOLYSIS-VARIANTS', 'GLYCOLYSIS-VARIANTS']",EG11517-MONOMER,['F16BDEPHOS-RXN']
G6261,glsA,CPLX0-7694,"['GLUTAMINDEG-PWY', 'AMMASSIM-PWY']","['GLUTAMINE-DEG', 'Ammonia-Assimilation']",G6261-MONOMER,['GLUTAMIN-RXN']
G6810,glsB,CPLX0-7695,"['GLUTAMINDEG-PWY', 'AMMASSIM-PWY']","['GLUTAMINE-DEG', 'Ammonia-Assimilation']",G6810-MONOMER,['GLUTAMIN-RXN']
EG10402,gltA,CITRATE-SI-SYNTHASE,"['GLYOXYLATE-BYPASS', 'TCA', 'FERMENTATION-PWY']","['Energy-Metabolism', 'TCA-VARIANTS', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",CITSYN-MONOMER,['CITSYN-RXN']
EG10403,gltB,GLUTAMATESYN-CPLX,"['GLUTAMINDEG-PWY', 'AMMASSIM-PWY', 'GLUTSYN-PWY']","['GLUTAMINE-DEG', 'Ammonia-Assimilation', 'GLUTAMATE-SYN']",GLUSYNLARGE-MONOMER,"['GLUTAMATESYN-RXN', 'GLUTAMIN-RXN', 'RXN-20084', 'GLUTDEHYD-RXN']"
EG10404,gltD,GLUTAMATESYN-CPLX,"['GLUTAMINDEG-PWY', 'AMMASSIM-PWY', 'GLUTSYN-PWY']","['GLUTAMINE-DEG', 'Ammonia-Assimilation', 'GLUTAMATE-SYN']",GLUSYNSMALL-MONOMER,"['GLUTAMATESYN-RXN', 'GLUTAMIN-RXN', 'RXN-20084', 'GLUTDEHYD-RXN']"
G6359,gltI,ABC-13-CPLX,,,G6359-MONOMER,"['TRANS-RXN0-222', 'ABC-13-RXN']"
EG10405,gltP,GLTP-MONOMER,,,GLTP-MONOMER,"['TRANS-RXN-122A', 'TRANS-RXN-162']"
EG10406,gltS,GLTS-MONOMER,,,GLTS-MONOMER,['TRANS-RXN-122']
G6283,glxK,GLY3KIN-MONOMER,"['PWY0-1300', 'GALACTARDEG-PWY', 'GLUCARDEG-PWY', 'GLYCOLATEMET-PWY']","['Sugar-Derivatives', 'D-Galactarate-Degradation', 'D-Glucarate-Degradation', 'Glycolate-Degradation']",GLY3KIN-MONOMER,['GKI-RXN']
G6278,glxR,CPLX0-7616,,,G6278-MONOMER,['RXN0-5289']
EG10408,glyA,GLYOHMETRANS-CPLX,"['PWY0-1535', 'GLYSYN-PWY', 'PWY-2161', '1CMET2-PWY', 'PWY0-1608']","['D-Amino-Acid-Degradation', 'GLYCINE-SYN', 'Folate-Biosynthesis', 'Folate-Transformations', 'GLYCINE-DEG']",GLYOHMETRANS-MONOMER,"['DSERDEAM-RXN', 'RXN-15581', 'GLYOHMETRANS-RXN', 'RXN-6321', 'RXN0-5240', 'RXN0-5234']"
EG11787,gmd,GDPMANDEHYDRA-CPLX,PWY-66,GDP-Sugar-Biosynthesis,GDPMANDEHYDRA-MONOMER,['GDPMANDEHYDRA-RXN']
G6106,gmhA,CPLX0-7660,PWY0-1241,ADP-Sugar-Biosynthesis,G6106-MONOMER,['RXN0-4301']
EG11736,gmhB,EG11736-MONOMER,PWY0-1241,ADP-Sugar-Biosynthesis,EG11736-MONOMER,['RXN0-4361']
EG10965,gmk,GUANYL-KIN-CPLX,PWY-7221,Purine-Ribonuc-De-Novo-Biosynthesis,GUANYL-KIN-MONOMER,"['GUANYL-KIN-RXN', 'GMKALT-RXN']"
EG11789,gmm,CPLX0-7712,,,GDPMANMANHYDRO-MONOMER,"['GDPMANMANHYDRO-RXN', 'GDP-GLUCOSIDASE-RXN']"
EG10411,gnd,6PGLUCONDEHYDROG-CPLX,OXIDATIVEPENT-PWY,Pentose-Phosphate-Cycle,6PGLUCONDEHYDROG-MONOMER,['RXN-9952']
EG12629,gntK,GLUCONOKINII-CPLX,GLUCONSUPER-PWY,Aldonate-Degradation,GLUCONOKINII-MONOMER,['GLUCONOKIN-RXN']
EG12563,gntP,GNTP-MONOMER,,,GNTP-MONOMER,"['TRANS-RXN-81', 'TRANS-RXN0-209']"
EG12380,gntT,GNTT-MONOMER,,,GNTT-MONOMER,['TRANS-RXN0-209']
EG12631,gntU,GNTU-MONOMER,,,GNTU-MONOMER,['TRANS-RXN0-209']
EG10412,gor,GLUTATHIONE-REDUCT-NADPH-CPLX,,,GLUTATHIONE-REDUCT-NADPH-MONOMER,['GLUTATHIONE-REDUCT-NADPH-RXN']
EG11871,gph,GPH-MONOMER,,,GPH-MONOMER,['GPH-RXN']
EG11699,gpmA,PHOSGLYCMUTASE,"['PWY-5484', 'GLYCOLYSIS']","['GLYCOLYSIS-VARIANTS', 'GLYCOLYSIS-VARIANTS']",GPMA-MONOMER,"['RXN-15513', 'RXN-15509', 'RXN-15510', 'RXN-15511', 'RXN-15512']"
EG12296,gpmM,PGMI-MONOMER,"['GLUCONEO-PWY', 'PWY-5484', 'GLYCOLYSIS']","['Gluconeogenesis', 'GLYCOLYSIS-VARIANTS', 'GLYCOLYSIS-VARIANTS']",PGMI-MONOMER,['3PGAREARR-RXN']
EG10413,gpp,PPPGPPHYDRO-CPLX,PPGPPMET-PWY,Metabolic-Regulators,PPPGPPHYDRO-MONOMER,['PPPGPPHYDRO-RXN']
G7558,gpr,G7558-MONOMER,PWY-5453,Methylglyoxal-Detoxification,G7558-MONOMER,"['RXN0-5410', 'RXN0-4281']"
EG20091,gpsA,GLYC3PDEHYDROGBIOSYN-CPLX,"['PWY0-1319', 'PWY-5667']","['CDP-diacylglycerol-Biosynthesis', 'CDP-diacylglycerol-Biosynthesis']",GLYC3PDEHYDROGBIOSYN-MONOMER,['GLYC3PDEHYDROGBIOSYN-RXN']
EG10414,gpt,GPT-CPLX,"['PWY-6620', 'SALVPURINE2-PWY', 'PWY-6609']","['Guanine-Guanosine-Salvage', 'Purine-Nucleotides-Salvage', 'Adenine-Adenosine-Salvage']",GPT-MONOMER,"['GUANPRIBOSYLTRAN-RXN', 'XANPRIBOSYLTRAN-RXN', 'HYPOXANPRIBOSYLTRAN-RXN']"
EG10417,grxA,RED-GLUTAREDOXIN,"['PWY-4621-1', 'GLUT-REDOX-PWY', 'PWY-7870']","['Arsenate-Detoxification', 'Reductants', 'CYSTEINE-SYN']","['GLUTAREDOXIN-MONOMER', 'RED-GLUTAREDOXIN']","['PRODISULFREDUCT-RXN', 'RXN0-7271', 'RXN-19629', 'RXN-18586']"
EG12294,grxC,GRXC-MONOMER,"['PWY-4621-1', 'GLUT-REDOX-PWY', 'PWY-7870']","['Arsenate-Detoxification', 'Reductants', 'CYSTEINE-SYN']","['OX-GLUTAREDOXIN-C', 'GRXC-MONOMER']","['PRODISULFREDUCT-RXN', 'RXN0-7271']"
EG10418,gshA,GLUTCYSLIG-MONOMER,GLUTATHIONESYN-PWY,Reductants,GLUTCYSLIG-MONOMER,['GLUTCYSLIG-RXN']
EG10419,gshB,GLUTATHIONE-SYN-CPLX,GLUTATHIONESYN-PWY,Reductants,GLUTATHIONE-SYN-MONOMER,['GLUTATHIONE-SYN-RXN']
G6429,gsiA,ABC-49-CPLX,,,YLIA-MONOMER,['RXN0-11']
G6430,gsiB,ABC-49-CPLX,,,YLIB-MONOMER,['RXN0-11']
G6431,gsiC,ABC-49-CPLX,,,YLIC-MONOMER,['RXN0-11']
G6432,gsiD,ABC-49-CPLX,,,YLID-MONOMER,['RXN0-11']
EG11102,gsk,CPLX0-322,"['PWY-6618', 'PWY-6611']","['Guanine-Guanosine-Salvage', 'Adenine-Adenosine-Salvage']",GSK-MONOMER,"['GUANOSINEKIN-RXN', 'INOSINEKIN-RXN']"
EG12882,gss,GSP-CPLX,PWY-4121,"['Polyamine-Biosynthesis', 'Reductants']",GSP-MONOMER,"['GSPSYN-RXN', 'GSPAMID-RXN']"
EG10420,guaA,GMP-SYN-CPLX,"['GLUTAMINDEG-PWY', 'AMMASSIM-PWY', 'PWY-7221']","['GLUTAMINE-DEG', 'Ammonia-Assimilation', 'Purine-Ribonuc-De-Novo-Biosynthesis']",GMP-SYN-MONOMER,"['GMP-SYN-GLUT-RXN', 'GLUTAMIN-RXN', 'GMP-SYN-NH3-RXN']"
EG10421,guaB,IMP-DEHYDROG-CPLX,PWY-7221,Purine-Ribonuc-De-Novo-Biosynthesis,IMP-DEHYDROG-MONOMER,['IMP-DEHYDROG-RXN']
EG10422,guaC,GMP-REDUCT-CPLX,,,GMP-REDUCT-MONOMER,['GMP-REDUCT-RXN']
G7502,guaD,G7502-MONOMER,PWY-6608,Guanosine-Nucleotides-Degradation,G7502-MONOMER,['GUANINE-DEAMINASE-RXN']
G7445,gudD,GLUCARDEHYDRA-MONOMER,GLUCARDEG-PWY,D-Glucarate-Degradation,GLUCARDEHYDRA-MONOMER,"['GLUCARDEHYDRA-RXN', 'RXN0-5285']"
G7447,gudP,B2789-MONOMER,,,B2789-MONOMER,"['TRANS-RXN0-204', 'TRANS-RXN0-203', 'TRANS-RXN0-523']"
EG10973,gutQ,CPLX0-3929,PWY-1269,CMP-KDO-Biosynthesis,EG10973-MONOMER,['DARAB5PISOM-RXN']
G7335,hcaB,PHENPRODIOLDEHYDROG-MONOMER,"['PWY-6690', 'HCAMHPDEG-PWY']","['Phenolic-Compounds-Degradation', 'Phenolic-Compounds-Degradation']",PHENPRODIOLDEHYDROG-MONOMER,"['RXN-12071', 'PHENPRODIOLDEHYDROG-RXN']"
G7334,hcaC,HCAMULTI-CPLX,"['PWY-6690', 'HCAMHPDEG-PWY']","['Phenolic-Compounds-Degradation', 'Phenolic-Compounds-Degradation']",HCAC-MONOMER,"['RXN-12072', 'HCAMULTI-RXN']"
G7336,hcaD,HCAMULTI-CPLX,"['PWY-6690', 'HCAMHPDEG-PWY']","['Phenolic-Compounds-Degradation', 'Phenolic-Compounds-Degradation']",HCAD-MONOMER,"['RXN-12072', 'HCAMULTI-RXN']"
M009,hcaE,HCAMULTI-CPLX,"['PWY-6690', 'HCAMHPDEG-PWY']","['Phenolic-Compounds-Degradation', 'Phenolic-Compounds-Degradation']",PHENYLPRODIOXY-MONOMER,"['RXN-12072', 'HCAMULTI-RXN']"
M015,hcaF,HCAMULTI-CPLX,"['PWY-6690', 'HCAMHPDEG-PWY']","['Phenolic-Compounds-Degradation', 'Phenolic-Compounds-Degradation']",HCAA2-MONOMER,"['RXN-12072', 'HCAMULTI-RXN']"
G7330,hcaT,HCAT-MONOMER,,,HCAT-MONOMER,['TRANS-RXN0-282']
G6457,hcp,G6457-MONOMER,,,G6457-MONOMER,['HYDROXYLAMINE-REDUCTASE-RXN']
G6456,hcr,G6456-MONOMER,,,G6456-MONOMER,['RXN0-307']
EG10425,hdhA,7-ALPHA-HYDROXYSTEROID-DEH-CPLX,,,7-ALPHA-HYDROXYSTEROID-DEH-MONOMER,['7-ALPHA-HYDROXYSTEROID-DEH-RXN']
EG10427,hemA,CPLX0-3741,PWY-5188,Uroporphyrinogen-III-Biosynthesis,GLUTRNAREDUCT-MONOMER,['GLUTRNAREDUCT-RXN']
EG10428,hemB,PORPHOBILSYNTH-CPLX,PWY-5188,Uroporphyrinogen-III-Biosynthesis,PORPHOBILSYNTH-MONOMER,['PORPHOBILSYNTH-RXN']
EG10429,hemC,OHMETHYLBILANESYN-MONOMER,PWY-5188,Uroporphyrinogen-III-Biosynthesis,OHMETHYLBILANESYN-MONOMER,"['OHMETHYLBILANESYN-RXN', 'RXN-21526', 'RXN-21527', 'RXN-21523', 'RXN-21524', 'RXN-21525']"
EG10430,hemD,UROGENIIISYN-MONOMER,PWY-5188,Uroporphyrinogen-III-Biosynthesis,UROGENIIISYN-MONOMER,['UROGENIIISYN-RXN']
EG11543,hemE,UROGENDECARBOX-MONOMER,"['HEMESYN2-PWY', 'HEME-BIOSYNTHESIS-II-1']","['Heme-b-Biosynthesis', 'Heme-b-Biosynthesis']",UROGENDECARBOX-MONOMER,['UROGENDECARBOX-RXN']
EG12189,hemF,CPLX0-7808,HEME-BIOSYNTHESIS-II-1,Heme-b-Biosynthesis,COPROGENOXI-MONOMER,['RXN0-1461']
EG11485,hemG,CPLX0-7811,"['HEME-BIOSYNTHESIS-II-1', 'HEMESYN2-PWY']","['Heme-b-Biosynthesis', 'Heme-b-Biosynthesis']",PROTOPORGENOXI-MONOMER,"['RXN-21483', 'RXN0-6259']"
EG10431,hemH,PROTOHEME-FERROCHELAT-MONOMER,"['HEMESYN2-PWY', 'HEME-BIOSYNTHESIS-II-1']","['Heme-b-Biosynthesis', 'Heme-b-Biosynthesis']",PROTOHEME-FERROCHELAT-MONOMER,['PROTOHEMEFERROCHELAT-RXN']
EG10432,hemL,GSAAMINOTRANS-CPLX,PWY-5188,Uroporphyrinogen-III-Biosynthesis,GSAAMINOTRANS-MONOMER,['GSAAMINOTRANS-RXN']
EG11836,hemN,HEMN-MONOMER,HEMESYN2-PWY,Heme-b-Biosynthesis,HEMN-MONOMER,['HEMN-RXN']
EG10444,hisA,PRIBFAICARPISOM-MONOMER,HISTSYN-PWY,HISTIDINE-SYN,PRIBFAICARPISOM-MONOMER,['PRIBFAICARPISOM-RXN']
EG10445,hisB,IMIDHISTID-CPLX,HISTSYN-PWY,HISTIDINE-SYN,IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER,"['IMIDPHOSDEHYD-RXN', 'HISTIDPHOS-RXN']"
EG10446,hisC,HISTPHOSTRANS-CPLX,HISTSYN-PWY,HISTIDINE-SYN,HISTPHOSTRANS-MONOMER,['HISTAMINOTRANS-RXN']
EG10447,hisD,HISTDEHYD-CPLX,HISTSYN-PWY,HISTIDINE-SYN,HISTDEHYD-MONOMER,"['RXN-8001', 'HISTOLDEHYD-RXN', 'HISTALDEHYD-RXN']"
EG10448,hisF,GLUTAMIDOTRANS-CPLX,"['GLUTAMINDEG-PWY', 'AMMASSIM-PWY', 'HISTSYN-PWY']","['GLUTAMINE-DEG', 'Ammonia-Assimilation', 'HISTIDINE-SYN']",CYCLASE-MONOMER,"['GLUTAMIDOTRANS-RXN', 'GLUTAMIN-RXN', 'RXN-17900']"
EG10449,hisG,CPLX0-7614,HISTSYN-PWY,HISTIDINE-SYN,ATPPHOSRIBOSTRANS-MONOMER,['ATPPHOSPHORIBOSYLTRANS-RXN']
EG10450,hisH,GLUTAMIDOTRANS-CPLX,"['GLUTAMINDEG-PWY', 'AMMASSIM-PWY', 'HISTSYN-PWY']","['GLUTAMINE-DEG', 'Ammonia-Assimilation', 'HISTIDINE-SYN']",GLUTAMIDOTRANS-MONOMER,"['GLUTAMIDOTRANS-RXN', 'GLUTAMIN-RXN', 'RXN-17900']"
EG10451,hisI,HISTCYCLOPRATPPHOS,HISTSYN-PWY,HISTIDINE-SYN,HISTCYCLOPRATPPHOS,"['HISTCYCLOHYD-RXN', 'HISTPRATPHYD-RXN']"
EG12124,hisJ,ABC-14-CPLX,,,HISJ-MONOMER,['ABC-14-RXN']
EG10007,hisM,"['ABC-14-CPLX', 'ABC-3-CPLX']",,,HISM-MONOMER,"['ABC-14-RXN', 'ABC-37-RXN', 'ABC-4-RXN', 'ABC-3-RXN']"
EG10452,hisP,"['ABC-14-CPLX', 'ABC-3-CPLX']",,,HISP-MONOMER,"['ABC-14-RXN', 'ABC-37-RXN', 'ABC-4-RXN', 'ABC-3-RXN']"
EG12125,hisQ,"['ABC-14-CPLX', 'ABC-3-CPLX']",,,HISQ-MONOMER,"['ABC-14-RXN', 'ABC-37-RXN', 'ABC-4-RXN', 'ABC-3-RXN']"
G7590,hldE,CPLX0-3661,PWY0-1241,ADP-Sugar-Biosynthesis,G7590-MONOMER,"['RXN0-4341', 'RXN0-4342']"
EG10456,hmp,EG10456-MONOMER,,,EG10456-MONOMER,"['R621-RXN', '1.5.1.34-RXN']"
