Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	Object ID
wcaA	b2059	2132558	2133397	UDP-glucuronate:2-O-Ac-beta-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-beta-D-Glc-PP-Und beta-(1,3)-glucuronosyltranferase	WELL-CHARACTERIZED	G7104
lspA	b0027	25207	25701	lipoprotein signal peptidase	WELL-CHARACTERIZED	EG10548
rffM	b3794	3979956	3980696	UDP-N-acetyl-D-mannosaminuronic acid transferase	WELL-CHARACTERIZED	EG11458
xtpA	b4845	345252	345434	putative transcriptional regulator XtpA	PARTIAL	G0-17126
iaaA	b0828	866568	867533	&beta; cleavage product of IaaA // &alpha; cleavage product of IaaA // isoaspartyl dipeptidase proenzyme	WELL-CHARACTERIZED	EG12407
rdcB	b4110	4329360	4330238	regulator of diguanylate cyclase RdcB	PARTIAL	G7823
kdgK	b3526	3679419	3680348	2-dehydro-3-deoxygluconokinase	WELL-CHARACTERIZED	EG12253
glaR	b2664	2795674	2796336	DNA-binding transcriptional repressor GlaR	PARTIAL	EG12386
yajO	b0419	437161	438135	1-deoxyxylulose-5-phosphate synthase YajO	WELL-CHARACTERIZED	G6236
fliA	b1922	2001070	2001789	RNA polymerase sigma factor FliA	WELL-CHARACTERIZED	EG11355
ydfW	b1567	1647174	1647323	Qin prophage; protein YdfW	UNCHARACTERIZED	G6834
ibsC	b4665	3056890	3056949	toxic peptide IbsC	PARTIAL	G0-10631
adeP	b3714	3895272	3896609	adenine:H<sup>+</sup> symporter	WELL-CHARACTERIZED	EG11724
waaY	b3625	3800267	3800965	lipopolysaccharide core heptose (II) kinase	WELL-CHARACTERIZED	EG11425
aspC	b0928	984519	985709	aspartate aminotransferase	WELL-CHARACTERIZED	EG10096
yddJ	b1470	1544384	1544719	uncharacterized protein YddJ		G6771
nudK	b2467	2582903	2583478	GDP-mannose hydrolase	PARTIAL	EG12410
katG	b3942	4133835	4136015	catalase/hydroperoxidase HPI	WELL-CHARACTERIZED	EG10511
ftnB	b1902	1986925	1987428	putative ferritin-like protein	PARTIAL	G7033
ppiB	b0525	553943	554437	peptidyl-prolyl <i>cis-trans</i> isomerase B	WELL-CHARACTERIZED	EG10758
frmB	b0355	377535	378368	<i>S</i>-formylglutathione hydrolase FrmB	WELL-CHARACTERIZED	G6208
b2191	b2191	2288905	2289027			G7149
dppA	b3544	3706098	3707705	dipeptide ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	EG10248
gltL	b0652	684530	685255	glutamate/aspartate ABC transporter ATP binding subunit	PARTIAL	EG12663
hcxA	b0599	632389	633477	hydroxycarboxylate dehydrogenase A	PARTIAL	EG12692
mnmA	b1133	1192667	1193773	tRNA-specific 2-thiouridylase	WELL-CHARACTERIZED	EG11344
yjdF	b4121	4344929	4345558	DUF2238 domain-containing inner membrane protein YjdF	UNCHARACTERIZED	G7825
paaC	b1390	1455164	1455910	phenylacetyl-CoA 1,2-epoxidase, structural subunit	WELL-CHARACTERIZED	G6711
rpsU	b3065	3210781	3210996	30S ribosomal subunit protein S21	WELL-CHARACTERIZED	EG10920
rutD	b1009	1070965	1071765	putative aminoacrylate hydrolase RutD	PARTIAL	G6520
rlmE	b3179	3327035	3327664	23S rRNA 2'-<i>O</i>-ribose U2552 methyltransferase	WELL-CHARACTERIZED	EG11507
ubiV	b3159	3302489	3303367	ubiquinone biosynthesis protein UbiV	WELL-CHARACTERIZED	G7653
yicS	b4555	3840215	3840508	uncharacterized protein YicS	UNCHARACTERIZED	G0-10469
mrdA	b0635	666316	668217	peptidoglycan DD-transpeptidase MrdA	WELL-CHARACTERIZED	EG10606
yacC	b0122	136570	136917	putative lipoprotein YacC	UNCHARACTERIZED	EG11089
livF	b3454	3592724	3593437	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF	WELL-CHARACTERIZED	EG10536
yqcE	b2775	2900592	2901869	putative transport protein YqcE	PARTIAL	EG13174
yhbQ	b3155	3299966	3300268	DNA damage response nuclease YhbQ	WELL-CHARACTERIZED	G7649
rihB	b2162	2254245	2255186	pyrimidine-specific ribonucleoside hydrolase RihB	WELL-CHARACTERIZED	EG12030
insI1	b0256	270603	271754	IS30 transposase	WELL-CHARACTERIZED	G6131
yhbO	b3153	3298974	3299492	protein/nucleic acid deglycase 2	WELL-CHARACTERIZED	G7647
tdcE	b3114	3260124	3262418	activated 2-oxobutanoate formate-lyase / pyruvate formate-lyase 4 // 2-oxobutanoate formate-lyase/pyruvate formate-lyase 4	WELL-CHARACTERIZED	G7627
citE	b0616	649582	650490	citrate lyase &beta; subunit	WELL-CHARACTERIZED	G6342
dapE	b2472	2591607	2592734	succinyl-diaminopimelate desuccinylase	WELL-CHARACTERIZED	EG10208
cstA	b0598	629894	631999	pyruvate transporter CstA	WELL-CHARACTERIZED	EG10167
cdd	b2143	2231844	2232728	cytidine/deoxycytidine deaminase	WELL-CHARACTERIZED	EG10137
ynfP	b4534	1652728	1652838	protein YnfP	UNCHARACTERIZED	G0-10559
folM	b1606	1680976	1681698	dihydromonapterin reductase	WELL-CHARACTERIZED	G6862
yhaB	b3120	3267854	3268393	protein YhaB	UNCHARACTERIZED	EG11173
folK	b0142	157253	157732	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	WELL-CHARACTERIZED	EG11374
sdhA	b0723	755907	757673	succinate:quinone oxidoreductase, FAD binding protein	WELL-CHARACTERIZED	EG10931
napG	b2205	2299565	2300260	ferredoxin-type protein NapG	WELL-CHARACTERIZED	EG12064
b1052	b1052	1114211	1114309			G6553
yeiW	b4502	2265041	2265295	putative metal-chelating domain-containing protein YeiW	PARTIAL	G0-10511
argT	b2310	2427009	2427791	lysine/arginine/ornithine ABC transporter periplasmic binding protein	PARTIAL	EG10072
plaR	b3574	3741684	3742532	DNA-binding transcriptional repressor PlaR	WELL-CHARACTERIZED	EG12278
ylcJ	b4733	568695	568844	DLP12 prophage; protein YlcJ	UNCHARACTERIZED	G0-16728
b0538	b0538	565972	566532			G6294
nuoH	b2282	2396465	2397442	NADH:quinone oxidoreductase subunit H	WELL-CHARACTERIZED	EG12088
lysU	b4129	4353200	4354717	lysyl-tRNA synthetase	WELL-CHARACTERIZED	EG10553
ddpX	b1488	1562495	1563076	D-alanyl-D-alanine dipeptidase	PARTIAL	G6782
asnB	b0674	697513	699177	asparagine synthetase B	WELL-CHARACTERIZED	EG10092
gloA	b1651	1727837	1728244	lactoylglutathione lyase	WELL-CHARACTERIZED	G6891
mak	b0394	410144	411052	fructokinase	PARTIAL	EG11288
ybdM	b0601	634747	635376	ParB-like nuclease domain-containing protein YbdM	UNCHARACTERIZED	G6330
ycaN	b0900	948660	949568	putative DNA-binding transcriptional regulator YcaN	PARTIAL	G6467
hisB	b2022	2093468	2094535	imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	WELL-CHARACTERIZED	EG10445
pstC	b3727	3909439	3910398	phosphate ABC transporter membrane subunit PstC	WELL-CHARACTERIZED	EG10784
rimK	b0852	891967	892869	ribosomal protein S6 modification protein	WELL-CHARACTERIZED	EG10852
treB	b4240	4464759	4466180	trehalose-specific PTS enzyme IIBC component	WELL-CHARACTERIZED	EG12127
abgT	b1336	1400247	1401773	<i>p</i>-aminobenzoyl glutamate:H<sup>+</sup> symporter	WELL-CHARACTERIZED	EG12853
yiaG	b3555	3719478	3719768	putative DNA-binding transcriptional regulator YiaG	PARTIAL	EG12624
ypjK	b2635	2770445	2770681	CP4-57 prophage; uncharacterized protein YpjK	UNCHARACTERIZED	G7370
murD	b0088	97087	98403	UDP-<i>N</i>-acetylmuramoyl-L-alanine&mdash;D-glutamate ligase	WELL-CHARACTERIZED	EG10620
b3007	b3007	3151977	3152132			G7562
tsaE	b4168	4395585	4396046	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaE subunit	WELL-CHARACTERIZED	EG11757
recB	b2820	2952461	2956003	exodeoxyribonuclease V subunit RecB	WELL-CHARACTERIZED	EG10824
rplT	b1716	1799393	1799749	50S ribosomal subunit protein L20	WELL-CHARACTERIZED	EG10881
ymjA	b1295	1357423	1357668	DUF2543 domain-containing protein YmjA	UNCHARACTERIZED	G6642
ccp	b3518	3667791	3669188	cytochrome <I>c</i> peroxidase	WELL-CHARACTERIZED	EG12244
ileY	b2652	2785762	2785837	tRNA-Ile(CAU)	WELL-CHARACTERIZED	G7387
fimE	b4313	4542037	4542633	regulator for fimA	WELL-CHARACTERIZED	EG10312
thiD	b2103	2183716	2184516	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	WELL-CHARACTERIZED	G7135
inaA	b2237	2348822	2349472	putative lipopolysaccharide kinase InaA	PARTIAL	EG11422
pinH	b2648	2783065	2783304	putative invertase fragment		G7383
yejG	b2181	2277893	2278237	protein YejG	UNCHARACTERIZED	EG12042
yoaI	b1788	1874078	1874182	protein YoaI	UNCHARACTERIZED	G6974
yldA	b4734	643330	643419	protein YldA	UNCHARACTERIZED	G0-16729
b1437	b1437	1509250	1509447			G6748
tyrB	b4054	4267114	4268307	tyrosine aminotransferase	WELL-CHARACTERIZED	EG11040
pepE	b4021	4229453	4230142	peptidase E	PARTIAL	EG11920
yhjJ	b3527	3680444	3681940	peptidase M16 family protein YhjJ	PARTIAL	EG12254
yncH	b1455	1526940	1527152	DUF5445 domain-containing protein YncH	UNCHARACTERIZED	G6766
puuD	b1298	1361120	1361884	&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase	WELL-CHARACTERIZED	G6645
rpmH	b3703	3884336	3884476	50S ribosomal subunit protein L34	WELL-CHARACTERIZED	EG10892
mnmE	b3706	3886828	3888192	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit	WELL-CHARACTERIZED	EG10997
yliM	b4736	850332	850397	protein YliM	UNCHARACTERIZED	G0-16731
npr	b3206	3347966	3348238	Npr-<i>N</i>-phospho-L-histidine // phosphorelay protein NPr	WELL-CHARACTERIZED	EG12147
ymfH	b1142	1201069	1201380	e14 prophage; putative protein YmfH	UNCHARACTERIZED	G6586
ftsZ	b0095	105305	106456	cell division protein FtsZ	WELL-CHARACTERIZED	EG10347
ydaG	b1355	1419322	1419456	Rac prophage; uncharacterized protein YdaG	UNCHARACTERIZED	G6679
exuT	b3093	3245224	3246522	hexuronate transporter	WELL-CHARACTERIZED	EG12738
insE3	b0540	566842	567141	DLP12 prophage; IS3 element protein InsE	UNCHARACTERIZED	G6296
aspT	b3760	3946872	3946948	tRNA-Asp(GUC)	WELL-CHARACTERIZED	EG30023
qseB	b3025	3169828	3170487	Phosphorylated DNA-binding transcriptional activator QseB // DNA-binding transcriptional activator QseB	PARTIAL	G7575
eutQ	b2460	2574302	2575003	putative ethanolamine utilization acetate kinase EutQ	PARTIAL	G7290
yfdS	b2362	2475511	2475873	CPS-53 (KpLE1) prophage; protein YfdS	PARTIAL	G7231
mcbA	b0806	841796	842056	DUF1471 domain-containing protein McbA	UNCHARACTERIZED	G6415
gloC	b0927	983650	984297	hydroxyacylglutathione hydrolase GloC	WELL-CHARACTERIZED	G6475
lyxK	b3580	3747084	3748580	L-xylulose kinase	WELL-CHARACTERIZED	EG12284
phnC	b4106	4324377	4325165	phosphonate/phosphate ABC transporter ATP binding subunit	PARTIAL	EG10713
ygcQ	b2769	2894919	2895779	putative flavoprotein	PARTIAL	G7435
bdcR	b4251	4474124	4474717	putative transcriptional regulator BdcR	PARTIAL	G7882
yecF	b1915	1995818	1996042	DUF2594 domain-containing protein YecF	UNCHARACTERIZED	EG12861
yeeP	b1999	2070786	2071211	CP4-44 prophage; putative GTP-binding protein		G7079
lplA	b4386	4623101	4624117	lipoate&mdash;protein ligase A	WELL-CHARACTERIZED	EG11796
fucK	b2803	2937468	2938886	L-fuculokinase	WELL-CHARACTERIZED	EG10350
rplO	b3301	3444105	3444539	50S ribosomal subunit protein L15	WELL-CHARACTERIZED	EG10876
acpP	b1094	1151615	1151851	octanoyl-ACP // lipoyl-ACP // <i>cis</i>-&Delta;<sup>5</sup>-dodecenoyl-ACP // <i>trans</i>-&Delta;<sup>2</sup>-cis-&Delta;<sup>5</sup>-dodecenoyl-ACP // succinyl-ACP // <i>cis</i>-&Delta;<SUP>3</SUP>-decenoyl-ACP // 3-oxo-<i>cis</i>-&Delta;<sup>5</sup>-dodecenoyl-ACP // (3<i>R</i>)-hydroxy <i>cis</i> &Delta;<sup>5</sup>-dodecenoyl-ACP // (3<i>R</i>)-3-hydroxybutanoyl-ACP // <i>trans</i> oct-2-enoyl-ACP // <i>trans</i>-but-2-enoyl-ACP // (3<i>R</i>)-3-hydroxyoctanoyl-ACP // <i>trans</i>-hexadec-2-enoyl-ACP // holo-[acyl-carrier protein] // acyl carrier protein	WELL-CHARACTERIZED	EG50003
sufD	b1681	1760520	1761791	Fe-S cluster scaffold complex subunit SufD	WELL-CHARACTERIZED	G6907
ynaN	b4773	1407989	1408036	protein YnaN	UNCHARACTERIZED	G0-17019
yfiS	b4783	2725925	2725987	protein YfiS	UNCHARACTERIZED	G0-17029
tehA	b1429	1500573	1501565	tellurite resistance protein	WELL-CHARACTERIZED	EG11883
glyV	b4163	4392360	4392435	tRNA-Gly(GCC)	WELL-CHARACTERIZED	EG30038
yihR	b3879	4069475	4070401	putative sulfoquinovose mutarotase YihR	PARTIAL	EG11844
gudP	b2789	2920748	2922100	galactarate/D-glucarate transporter GudP	WELL-CHARACTERIZED	G7447
cecR	b0796	829972	830643	DNA-binding transcriptional dual regulator CecR	PARTIAL	EG12406
menD	b2264	2377589	2379259	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	WELL-CHARACTERIZED	EG10579
ftp	b2214	2310479	2311534	FAD:protein FMN transferase	WELL-CHARACTERIZED	EG12073
uxuA	b4322	4551636	4552820	D-mannonate dehydratase	WELL-CHARACTERIZED	EG11066
yfgD	b2495	2617578	2617937	putative oxidoreductase YfgD	PARTIAL	G7312
ydfE	b1577	1650078	1650998	Qin prophage; protein YdfE		EG11304
mraZ	b0081	89634	90092	DNA-binding transcriptional repressor MraZ	WELL-CHARACTERIZED	EG11084
lapC	b2188	2284376	2286136	lipopolysaccharide signal transducer LapC	WELL-CHARACTERIZED	EG12049
rsxE	b1632	1710828	1711523	SoxR [2Fe-2S] reducing system protein RsxE	PARTIAL	G6876
yqiI	b3048	3190632	3191696	putative fimbrial protein YqiI	PARTIAL	G7587
yggM	b2956	3098558	3099565	DUF1202 domain-containing protein YggM	UNCHARACTERIZED	EG12704
yciA	b1253	1311848	1312246	acyl-CoA thioesterase YciA	WELL-CHARACTERIZED	EG11121
yfcQ	b2334	2450587	2451075	putative fimbrial protein YfcQ	PARTIAL	G7205
murR	b2427	2544752	2545609	DNA-binding transcriptional dual regulator MurR	WELL-CHARACTERIZED	G7262
hicA	b4532	1509286	1509462	mRNA interferase toxin HicA	WELL-CHARACTERIZED	G0-10451
cbl	b1987	2059964	2060914	DNA-binding transcriptional activator Cbl	PARTIAL	G7071
astD	b1746	1828256	1829734	aldehyde dehydrogenase	WELL-CHARACTERIZED	G6942
yafO	b0233	252301	252699	ribosome-dependent mRNA interferase toxin YafO	WELL-CHARACTERIZED	G6117
fbaB	b2097	2177512	2178564	fructose-bisphosphate aldolase class I	WELL-CHARACTERIZED	G7129
rdlD	b4454	3700136	3700199	antisense regulatory RNA RdlD	WELL-CHARACTERIZED	G0-9042
gph	b3385	3513631	3514389	phosphoglycolate phosphatase	WELL-CHARACTERIZED	EG11871
mmuP	b0260	275325	276728	CP4-6 prophage; <i>S</i>-methyl-L-methionine transporter	WELL-CHARACTERIZED	G6135
dsbG	b0604	637827	638573	protein sulfenic acid reductase and chaperone DsbG	WELL-CHARACTERIZED	G6333
gatD	b2091	2171833	2172873	galactitol-1-phosphate 5-dehydrogenase	WELL-CHARACTERIZED	EG12417
queC	b0444	464852	465547	7-cyano-7-deazaguanine synthase	WELL-CHARACTERIZED	G6245
rdcA	b4109	4327135	4329363	regulator of diguanylate cyclase RdcA	WELL-CHARACTERIZED	EG11210
glmY	b4441	2691157	2691340	small regulatory RNA GlmY	WELL-CHARACTERIZED	G0-8910
mepS	b2175	2269979	2270545	peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase	WELL-CHARACTERIZED	G7147
prmA	b3259	3409070	3409951	ribosomal protein L11 methyltransferase	WELL-CHARACTERIZED	EG11497
ompC	b2215	2311646	2312749	outer membrane porin C	WELL-CHARACTERIZED	EG10670
rnr	b4179	4406654	4409095	RNase R	WELL-CHARACTERIZED	EG11259
yaaJ	b0007	6529	7959	putative transporter YaaJ	PARTIAL	EG11555
yfiB	b2605	2743625	2744107	lipoprotein YfiB	UNCHARACTERIZED	EG11152
potA	b1126	1184458	1185594	spermidine preferential ABC transporter ATP binding subunit	WELL-CHARACTERIZED	EG10749
ygaH	b2683	2810344	2810679	L-valine exporter, YgaH component	WELL-CHARACTERIZED	G7406
tcyN	b1917	1997062	1997814	cystine ABC transporter ATP binding subunit	WELL-CHARACTERIZED	EG12347
pdxY	b1636	1715026	1715889	pyridoxal kinase 2	WELL-CHARACTERIZED	G6879
yrhA	b3443			putative uncharacterized protein YrhA		G7760
ygfK	b2878	3016060	3019158	putative oxidoreductase, Fe-S subunit	PARTIAL	G7497
hipB	b1508	1592176	1592442	antitoxin/DNA-binding transcriptional repressor HipB	WELL-CHARACTERIZED	EG10442
menA	b3930	4119423	4120349	1,4-dihydroxy-2-naphthoate octaprenyltransferase	WELL-CHARACTERIZED	EG11880
rpnC	b0132	146968	147870	recombination-promoting nuclease RpnC	PARTIAL	EG11748
creC	b4399	4636696	4638120	sensory histidine kinase CreC	WELL-CHARACTERIZED	EG10730
murJ	b1069	1127839	1129374	lipid II flippase MurJ	WELL-CHARACTERIZED	G6561
arsR	b3501	3648528	3648881	DNA-binding transcriptional repressor ArsR	WELL-CHARACTERIZED	EG12235
hyaB	b0973	1033254	1035047	hydrogenase 1 large subunit	WELL-CHARACTERIZED	EG10469
focA	b0904	953609	954466	formate channel FocA	WELL-CHARACTERIZED	EG11258
ispF	b2746	2871301	2871780	2-<i>C</i>-methyl-D-erythritol 2,4-cyclodiphosphate synthase	WELL-CHARACTERIZED	EG11816
fimG	b4319	4548285	4548788	type 1 fimbriae minor subunit FimG	PARTIAL	EG10314
cvpA	b2313	2430275	2430763	colicin V production protein	PARTIAL	EG10169
rdlC	b4424	1270393	1270460	putative antisense regulatory RNA RdlC	PARTIAL	G0-9608
yoaH	b1811	1894552	1894731	UFP0181 family protein YoaH	UNCHARACTERIZED	G6995
yhhI	b3484	3624378	3625514	putative transposase	PARTIAL	EG11525
yfjU	b2638	2771840	2772154	CP4-57 prophage; putative arsenate reductase-like protein YfjU	PARTIAL	G7373
elfA	b0938	997868	998407	putative laminin-binding fimbrial subunit	PARTIAL	G6480
evgL	b4781	2483729	2483758	protein EvgL	UNCHARACTERIZED	G0-17027
relA	b2784	2911417	2913651	GDP/GTP pyrophosphokinase	WELL-CHARACTERIZED	EG10835
ftsQ	b0093	103155	103985	cell division protein FtsQ	PARTIAL	EG10342
lptB	b3201	3343944	3344669	lipopolysaccharide transport system ATP binding protein LptB	WELL-CHARACTERIZED	EG11680
kdsB	b0918	970852	971598	3-deoxy-<i>manno</i>-octulosonate cytidylyltransferase	WELL-CHARACTERIZED	EG10519
dgcI	b0834	875335	876663	putative diguanylate cyclase DgcI	PARTIAL	G6434
dacA	b0632	662752	663963	D-alanyl-D-alanine carboxypeptidase DacA	WELL-CHARACTERIZED	EG10201
xerC	b3811	3996287	3997183	site-specific tyrosine recombinase	WELL-CHARACTERIZED	EG11069
yqhC	b3010	3154262	3155218	DNA-binding transcriptional activator YqhC	WELL-CHARACTERIZED	G7563
frlD	b3374	3503167	3503952	fructoselysine 6-kinase	WELL-CHARACTERIZED	G7726
pyrE	b3642	3815127	3815768	orotate phosphoribosyltransferase	WELL-CHARACTERIZED	EG10808
yihO	b3876	4064363	4065766	putative sulfoquinovose transporter	WELL-CHARACTERIZED	EG11841
yhhH	b3483	3623399	3623782	PF15631 family protein YhhH	UNCHARACTERIZED	EG11520
citD	b0617	650487	650783	citrate lyase acyl carrier protein	WELL-CHARACTERIZED	G6343
cmoA	b1870	1952702	1953445	carboxy-<i>S</i>-adenosyl-L-methionine synthase	WELL-CHARACTERIZED	G7020
ypjJ	b4548	2776877	2777077	CP4-57 prophage; DUF987 domain-containing protein YpjJ	UNCHARACTERIZED	G0-10464
abrB	b0715	746723	747769	putative regulator	PARTIAL	G6384
nfrA	b0568	587982	590954	exopolysaccharide secretion system outer membrane protein NfrA	PARTIAL	EG11740
dgcE	b2067	2143266	2146583	diguanylate cyclase DgcE	WELL-CHARACTERIZED	EG12396
dsdX	b2365	2477847	2479184	D-serine transporter	PARTIAL	EG10250
iraM	b1160	1211680	1212003	anti-adaptor protein IraM	WELL-CHARACTERIZED	G6600
yjiS	b4341	4571751	4571915	DUF1127 domain-containing protein YjiS	UNCHARACTERIZED	G7937
dnaT	b4362	4600978	4601517	primosomal protein DnaT	WELL-CHARACTERIZED	EG10244
gldA	b3945	4137932	4139035	L-1,2-propanediol dehydrogenase / glycerol dehydrogenase	WELL-CHARACTERIZED	EG11904
yqfG	b4684	3032817	3032942	uncharacterized protein YqfG	UNCHARACTERIZED	G0-10656
ybiV	b0822	859213	860028	sugar phosphatase YbiV	WELL-CHARACTERIZED	G6425
fepD	b0590	621185	622189	ferric enterobactin ABC transporter membrane subunit FebD	WELL-CHARACTERIZED	EG10296
yciN	b1273	1330417	1330668	protein YciN	UNCHARACTERIZED	EG12868
punR	b1659	1738866	1739798	DNA-binding transcriptional activator PunR	WELL-CHARACTERIZED	EG12140
yaeQ	b0190	214291	214836	uncharacterized protein YaeQ	UNCHARACTERIZED	G6098
ydjA	b1765	1848125	1848676	putative oxidoreductase YdjA	PARTIAL	EG11134
glyS	b3559	3722328	3724397	glycine&mdash;tRNA ligase	WELL-CHARACTERIZED	EG10410
rsmF	b1835	1920223	1921662	16S rRNA m<sup>5</sup>C1407 and tRNA-Tyr m<sup>5</sup>C49 methyltransferase	WELL-CHARACTERIZED	G7008
afuC	b0262	277756	278802	CP4-6 prophage; ABC transporter ATP-binding protein AfuC	UNCHARACTERIZED	EG12340
moaC	b0783	818570	819055	cyclic pyranopterin monophosphate synthase	WELL-CHARACTERIZED	EG11666
rluC	b1086	1144940	1145899	23S rRNA pseudouridine<sup>955/2504/2580</sup> synthase	WELL-CHARACTERIZED	EG11118
csgA	b1042	1104447	1104902	curlin	PARTIAL	EG11489
gcl	b0507	533916	535697	glyoxylate carboligase	WELL-CHARACTERIZED	EG11583
yheS	b3352	3481289	3483202	ATP-binding protein YheS	PARTIAL	EG12903
wecF	b4481	3977525	3978604	TDP-<i>N</i>-acetylfucosamine:lipid II <i>N</i>-acetylfucosaminyltransferase	WELL-CHARACTERIZED	G7800
cbrB	b3716	3897506	3897973	putative inner membrane protein	UNCHARACTERIZED	EG11726
dgoA	b4477	3872995	3873612	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	WELL-CHARACTERIZED	EG20049
ibsD	b4664	3194766	3194825	putative toxic peptide IbsD	PARTIAL	G0-10630
yncJ	b1436	1508834	1509064	DUF2554 domain-containing protein YncJ	UNCHARACTERIZED	G6747
potF	b0854	893784	894896	putrescine ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	EG11629
ubiK	b3042	3184840	3185130	ubiquinone biosynthesis accessory factor UbiK	PARTIAL	G7582
phnK	b4097	4318006	4318764	carbon-phosphorus lyase ATP-binding protein PhnK	PARTIAL	EG10720
gltF	b3214	3361176	3361940	periplasmic protein GltF	UNCHARACTERIZED	EG11514
yfbK	b2270	2383995	2385722	IPR002035/DUF3520 domain-containing protein YfbK	UNCHARACTERIZED	G7177
ydhP	b1657	1736121	1737290	putative transporter YdhP	PARTIAL	G6893
ydfZ	b1541	1629215	1629418	putative selenoprotein YdfZ	PARTIAL	G6815
sapB	b1293	1354505	1355470	putrescine ABC exporter membrane subunit SapB	WELL-CHARACTERIZED	G2001
alkA	b2068	2146692	2147540	DNA-3-methyladenine glycosylase 2	WELL-CHARACTERIZED	EG11222
mokC	b0018	16751	16960	regulatory protein MokC	PARTIAL	EG10373
insCD5		3186187	3187415	IS2 element transposase InsAB'	PARTIAL	G0-10545
b0165	b0165	184987	185118			G6091
gatB	b2093	2174282	2174566	galactitol-specific PTS enzyme IIB component	WELL-CHARACTERIZED	EG12415
ybfQ	b4514	736445	736699	inactive transposase YbfQ	UNCHARACTERIZED	G0-10440
pgpB	b1278	1339330	1340094	phosphatidylglycerophosphatase B	WELL-CHARACTERIZED	EG10705
metG	b2114	2194300	2196333	methionine&mdash;tRNA ligase	WELL-CHARACTERIZED	EG10586
rarD	b3819	4003288	4004178	putative transporter RarD	PARTIAL	EG11466
lolC	b1116	1175427	1176626	lipoprotein release complex - inner membrane subunit	WELL-CHARACTERIZED	G6573
ylcI	b4589	580251	580445	DLP12 prophage; DUF3950 domain-containing protein YlcI	UNCHARACTERIZED	G0-10585
stfE	b1157	1209119	1209655	e14 prophage; putative side tail fiber protein fragment		G6599
ytiC	b4720	4556574	4556675	protein YtiC	UNCHARACTERIZED	G0-16686
b1364	b1364	1425178	1425459			G6687
rutB	b1011	1072171	1072863	ureidoacrylate amidohydrolase	WELL-CHARACTERIZED	G6522
yjeV	b4670	4392892	4392945	uncharacterized protein YjeV	UNCHARACTERIZED	G0-10642
cpxA	b3911	4103602	4104975	sensor histidine kinase CpxA	WELL-CHARACTERIZED	EG10163
gspO	b3335	3465543	3466220	type II secretion system prepilin peptidase	WELL-CHARACTERIZED	EG11359
fimZ	b0535	563848	564480	LuxR family transcriptional regulator FimZ	PARTIAL	EG11103
rcsA	b1951	2023968	2024591	DNA-binding transcriptional activator RcsA	PARTIAL	EG10820
punC	b1660	1739911	1741122	purine nucleoside transporter PunC	WELL-CHARACTERIZED	EG12141
umuD	b1183	1230767	1231186	DNA polymerase V protein UmuD	WELL-CHARACTERIZED	EG11057
ycjF	b1322	1385511	1386572	DUF697 domain-containing inner membrane protein YcjF	UNCHARACTERIZED	EG12870
aas	b2836	2973855	2976014	fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase	WELL-CHARACTERIZED	EG11679
fabB	b2323	2440385	2441605	3-oxoacyl-[acyl carrier protein] synthase 1	WELL-CHARACTERIZED	EG10274
cdgI	b1785	1870385	1871860	putative c-di-GMP binding protein CdgI	PARTIAL	G6971
yraI	b3143	3288090	3288785	putative fimbrial chaperone YraI	PARTIAL	G7638
fes	b0585	612737	613939	ferric enterobactin esterase	WELL-CHARACTERIZED	EG10299
ytfI	b4215	4437707	4438645	protein YtfI	UNCHARACTERIZED	G7870
hspQ	b0966	1028404	1028721	heat shock protein HspQ	WELL-CHARACTERIZED	G6500
yqiM	b4787	3247668	3247751	protein YqiM	UNCHARACTERIZED	G0-17033
intB	b4271	4496750	4497940	KpLE2 phage-like element; putative integrase		EG12364
zwf	b1852	1934839	1936314	NADP+-dependent glucose-6-phosphate dehydrogenase	WELL-CHARACTERIZED	EG11221
hyfG	b2487	2608487	2610154	hydrogenase 4 catalytic subunit HyfG	PARTIAL	G7304
potD	b1123	1181783	1182829	spermidine preferential ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	EG10752
rtcB	b3421	3556853	3558079	RNA-splicing ligase	WELL-CHARACTERIZED	G7751
fryA	b2383	2501990	2504485	putative PTS multiphosphoryl transfer protein FryA	PARTIAL	G7246
ybiJ	b0802	837665	837925	DUF1471 domain-containing protein YbiJ	UNCHARACTERIZED	EG12422
yhcF	b3219	3366926	3367642	DUF1120 domain-containing protein YhcF	UNCHARACTERIZED	G7673
