Rank,gene_callers_id,DSS3_ac_mean_abund,DSS3_glc_mean_abund,DSS3_late_mean_abund,DSS3_early_mean_abund,DSS3_ac_v_DSS3_glc_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_late_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_early_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_late_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_early_FOLD_CHANGE_rna,DSS3_late_v_DSS3_early_FOLD_CHANGE_rna,ANOVA p-value,BH_crit,BH_valid,DSS3_ac_v_DSS3_glc_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_late_v_DSS3_early_Tukey_HSD_adjusted_p,SPO_ID (ACCESSION),KOfam (ACCESSION),KEGG_Module,COG20_FUNCTION,n_matches,frame_id,n_reactions,reaction_ids
3797,3981,47624613.526109,41670111.4407316,64255603.1154764,101926960.348948,0.199910022710167,-0.441703113368394,-1.00757373514099,-0.641613136078561,-1.20748375785116,-0.5658706217726,0.0660509250520419,0.0437240902809765,False,,,,,,,SPOA0083,,,,1,SPO_RS20190,0.0,
3798,2577,36232644.2357498,58914319.3316163,42272028.2008941,78980309.9130038,-0.711143150570201,-0.228782153418826,-1.05729802224558,0.482360997151374,-0.346154871675384,-0.828515868826759,0.0661072543722571,0.0437356057116536,False,,,,,,,SPO2582,,,Uncharacterized membrane protein,1,SPO_RS13100,0.0,
3799,2044,35170509.529366,43808170.0202019,45860065.6084058,70819713.9903596,-0.327529810932819,-0.391431833865137,-0.958431519491064,-0.0639020229323179,-0.630901708558244,-0.566999685625926,0.0662596795371635,0.0437471211423307,False,,,,,,,SPO2042,K07755,,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),1,SPO_RS10360,0.0,
3800,4106,250783577.957346,358662154.684919,312734005.629653,549982039.888897,-0.51549961233281,-0.317371906792296,-1.05651460041281,0.198127705540514,-0.541014988080007,-0.739142693620522,0.0662923403608358,0.0437586365730078,False,,,,,,,SPOA0208,,,FAD/FMN-containing lactate dehydrogenase/glycolate oxidase (GlcD) (PDB:1AHU),1,SPO_RS20875,0.0,
3801,1528,5026253.102735,3809980.43527006,5679461.36167883,8282816.99093302,0.38358443397966,-0.189906409238975,-0.664232355144044,-0.573490843218635,-1.0478167891237,-0.474325945905068,0.0663026881479342,0.0437701520036849,False,,,,,,,SPO1525,,,Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG),1,SPO_RS07760,0.0,
3802,1185,48204032.7302631,38894755.1866483,57306104.4564704,95409216.5664153,0.315148315223179,-0.25840959505626,-0.898122136415523,-0.57355791027944,-1.2132704516387,-0.639712541359262,0.0663492967649415,0.043781667434362,False,,,,,,,SPO1185,,,,1,SPO_RS06005,0.0,
3803,1611,11146318.110039,11458529.5833073,10999436.2601537,20541719.0268132,-0.0385742489469294,0.0196608367220214,-0.808639869044373,0.0582350856689508,-0.770065620097444,-0.828300705766395,0.0663695076435388,0.0437931828650391,False,,,,,,,SPO1608,K11071,,"ABC-type spermidine/putrescine transport system, permease component I (PotB)",1,SPO_RS08180,0.0,
3804,3592,39975662.4288404,46645930.9200884,39574666.8558981,81857712.4502532,-0.218927866088353,0.0216205570655887,-0.947616545681565,0.240548423153942,-0.728688679593211,-0.969237102747154,0.0663907829476324,0.0438046982957162,False,,,,,,,SPO3593,,,"Arylsulfatase A or related enzyme, AlkP superfamily (AslA) (PDB:1E1Z)",1,SPO_RS18200,0.0,
3805,2218,102411301.452997,103014374.024667,95840946.2693868,211301256.6316,-0.00672880374449036,0.0989978297154223,-0.945274187458977,0.105726633459912,-0.938545383714487,-1.0442720171744,0.0665914922810855,0.0438162137263933,False,,,,,,,SPO2214,,,"Arylsulfatase A or related enzyme, AlkP superfamily (AslA) (PDB:1E1Z)",1,SPO_RS11230,0.0,
3806,2464,52135691.9294676,48763801.0403938,46777136.3165641,92381088.3937883,0.0995594806455137,0.156157072758414,-0.746945788387922,0.0565975921129009,-0.846505269033436,-0.903102861146337,0.066802500862881,0.0438277291570704,False,,,,,,,SPO2467,K01480,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",Arginase/agmatinase family enzyme (SpeB) (PDB:1CEV),1,SPO_RS12530,1.0,AGMATIN-RXN
3807,326,8797236.50327535,16297872.9181537,17159425.5895586,21845873.240549,-0.890476258881989,-0.965087178813028,-1.24203955949857,-0.0746109199310396,-0.351563300616589,-0.27695238068555,0.0669758358907681,0.0438392445877475,False,,,,,,,SPO0328,K15537,,"Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily (ERG3) (PDB:4ZR0)",1,SPO_RS01670,0.0,
3808,959,16651539.4218814,20951662.7750435,18907041.4105928,33981207.6459674,-0.347857164372811,-0.203047690036743,-0.978742139033979,0.144809474336067,-0.630884974661167,-0.775694448997235,0.0671474837404483,0.0438507600184246,False,,,,,,,SPO0959,K15270,,Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),1,SPO_RS04815,0.0,
3809,1927,61904260.2662161,74270243.7779004,66195135.2170935,130107520.809617,-0.261936254612802,-0.0944904541442603,-0.985833645695585,0.167445800468541,-0.723897391082783,-0.891343191551325,0.0672886562555208,0.0438622754491018,False,,,,,,,SPO1926,K07317,,"Type II restriction/modification system, endonuclease and methylase domains (YeeA) (PDB:5HR4)",1,SPO_RS09775,0.0,
3810,1640,142249544.830711,136616523.087268,107128216.423576,268782108.026951,0.0698961620805604,0.404021073043093,-0.827004321468809,0.334124910962533,-0.896900483549369,-1.2310253945119,0.0673785839486439,0.0438737908797789,False,,,,,,,SPO1637,K03111,,Single-stranded DNA-binding protein (Ssb) (PDB:1EQQ),1,SPO_RS08325,0.0,
3811,735,2623352.80416277,3667426.23254364,3575892.96154069,5721228.27553106,-0.458836218356236,-0.447143318478705,-1.07333550237045,0.0116928998775307,-0.614499284014215,-0.626192183891745,0.0674909831996044,0.043885306310456,False,,,,,,,SPO0736,K11690,,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)",1,SPO_RS03715,0.0,
3812,812,15750097.4491258,19708913.9287862,24767126.9150047,35700780.7236086,-0.322378818598114,-0.655967673833114,-1.10307261437197,-0.333588855234999,-0.780693795773856,-0.447104940538856,0.0675133061307134,0.0438968217411331,False,,,,,,,SPO0813,K00101,,"FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase (LldD) (PDB:6AI7)",1,SPO_RS04100,0.0,
3813,3656,44881535.1906158,79639115.4883107,89459079.4779863,141125634.361097,-0.82487840868421,-0.98920844799629,-1.54904397002177,-0.16433003931208,-0.72416556133756,-0.55983552202548,0.0675677078429579,0.0439083371718102,False,,,,,,,SPO3656,K06891,,ATP-dependent Clp protease adapter protein ClpS (ClpS) (PDB:1LZW),1,SPO_RS18530,0.0,
3814,3502,63491259.6168334,54389820.1582356,57935837.7459745,106358612.483873,0.222900247546093,0.130436262907821,-0.67017561774865,-0.0924639846382717,-0.893075865294743,-0.800611880656472,0.0676380190721066,0.0439198526024873,False,,,,,,,SPO3503,,,,1,SPO_RS17745,0.0,
3815,1786,38777889.1296036,42806389.2282047,34153227.1351028,70435870.7542503,-0.14010130813315,0.182564453562697,-0.78636003702735,0.322665761695848,-0.646258728894199,-0.968924490590048,0.0676795346301705,0.0439313680331644,False,,,,,,,SPO1784,,,"Uncharacterized conserved protein, RmlC-like cupin domain (RmlC)",1,SPO_RS09075,0.0,
3816,3478,10311058.9019826,15943037.5430464,18575616.6325291,21889697.8794331,-0.619585589053162,-0.850624322893633,-1.03929950011738,-0.23103873384047,-0.419713911064221,-0.18867517722375,0.0677469440193424,0.0439428834638415,False,,,,,,,SPO3480,K11473,,"Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF (GlpC)",1,SPO_RS17625,2.0,"RXN0-7229, GLYCOLATEDEHYDRO-RXN"
3817,4007,52845613.0215244,50517051.077388,69743179.1432381,127277092.585182,0.0633293902961931,-0.408650332419409,-1.15824197303665,-0.471979722715602,-1.22157136333284,-0.749591640617243,0.0679143406804544,0.0439543988945186,False,,,,,,,SPOA0451,K06075,,"DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)",1,SPO_RS22340,0.0,
3818,3562,1856411.67192428,5218951.01302963,3311206.75850101,5474785.01754261,-1.46874531683369,-0.837341161972972,-1.47714150645228,0.631404154860717,-0.00839618961859045,-0.639800344479308,0.0679525203213449,0.0439659143251957,False,,,,,,,SPO3563,K03892,,"DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)",1,SPO_RS18050,0.0,
3819,1783,23869448.2947368,35831320.4510268,21300784.5221153,43990206.1584665,-0.571284383351091,0.167554621024798,-0.809301602208687,0.73883900437589,-0.238017218857596,-0.976856223233486,0.0682545423189899,0.0439774297558728,False,,,,,,,SPO1781,K06016,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2),1,SPO_RS09060,0.0,
3820,70,40720283.3333333,37839103.7270337,57003586.5741345,92219808.3958176,0.101648306483593,-0.486538725100341,-1.09149759158185,-0.588187031583935,-1.19314589806545,-0.604958866481517,0.0682616960590364,0.0439889451865499,False,,,,,,,SPO0070,K03676,,Glutaredoxin (GrxC) (PDB:1AAZ),1,SPO_RS00355,2.0,"PRODISULFREDUCT-RXN, RXN0-7271"
3821,981,16063356.5947921,12546616.7840679,12654320.2808407,22225517.8987896,0.358776798618517,0.351299590358959,-0.407699557831779,-0.00747720825955866,-0.766476356450297,-0.758999148190739,0.0683082546630557,0.044000460617227,False,,,,,,,SPO0982,,,,1,SPO_RS23065,0.0,
3822,1077,31728098.5320961,47325299.9190818,43733935.6512967,72010982.1116641,-0.579640296533014,-0.463313334722283,-1.11349116057205,0.116326961810731,-0.533850864039038,-0.65017782584977,0.0683179820110656,0.0440119760479041,False,,,,,,,SPO1077,K17231,,Nitroreductase (NfnB) (PDB:1F5V),1,SPO_RS05465,0.0,
3823,3783,5438340.8953418,7519213.72348415,6910620.16375469,11754025.5825561,-0.447903898685286,-0.33068488421426,-1.07196602152829,0.117219014471025,-0.624062122843003,-0.741281137314029,0.0683598555508406,0.0440234914785813,False,,,,,,,SPO3781,,,,1,SPO_RS19190,0.0,
3824,3367,81828317.2894067,113280297.136216,85599512.7387746,166673433.132322,-0.46921089761998,-0.063582762447897,-0.946442912115902,0.405628135172083,-0.477232014495921,-0.882860149668005,0.0685929474446421,0.0440350069092584,False,,,,,,,SPO3370,K07263,,"Predicted Zn-dependent peptidase, M16 family (PqqL) (PDB:6OFS)",1,SPO_RS17070,0.0,
3825,2571,28478278.3559384,19283001.1548867,26145050.7878955,44642811.0329278,0.558868506213709,0.12120208726948,-0.56701343076077,-0.437666418944228,-1.12588193697448,-0.688215518030251,0.0686895504439562,0.0440465223399355,False,,,,,,,SPO2576,,,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)",1,SPO_RS13070,0.0,
3826,1233,11223612.5688861,10351203.6595962,8287639.86096546,17840345.523306,0.119652973525212,0.439245655907534,-0.599434196368722,0.319592682382321,-0.719087169893935,-1.03867985227625,0.068741012644275,0.0440580377706126,False,,,,,,,SPO1232,K03746,,DNA-binding protein H-NS (Hns) (PDB:1HNR),1,SPO_RS06265,0.0,
3827,1447,23670022.8903871,20459887.4623456,16509394.1609722,41917287.9332661,0.212591645406359,0.520079364247358,-0.708636134238776,0.307487718840999,-0.921227779645136,-1.22871549848613,0.0688109230322751,0.0440695532012897,False,,,,,,,SPO1444,,,,1,SPO_RS07360,0.0,
3828,3750,10673567.3637736,16157209.3985171,10391958.5984651,19893808.1796284,-0.59515780092741,0.0401021949673996,-0.826816041751175,0.635259995894809,-0.231658240823765,-0.866918236718575,0.0689010387605869,0.0440810686319668,False,,,,,,,SPO3749,,,"5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation) (AraD) (PDB:1FUA) (PUBMED:31950558)",1,SPO_RS19025,0.0,
3829,2177,93554294.3338075,466126773.305969,245315543.53547,502989508.63974,-2.24655882402665,-1.17920659326897,-2.4433978120198,1.06735223075767,-0.19683898799315,-1.26419121875082,0.0689099500443244,0.0440925840626439,False,,,,,,,SPO_tRNA-Asn-2,,,,1,SPO_RS11025,0.0,
3830,2956,31628921.5848197,51433876.0781049,55873829.1362751,83686347.0409079,-0.700652819047075,-0.822817230451409,-1.32255336620379,-0.122164411404334,-0.62190054715672,-0.499736135752385,0.0690491231281307,0.044104099493321,False,,,,,,,SPO2960,K00344,,NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY),1,SPO_RS15010,0.0,
3831,425,104100393.891953,209418335.123162,149478074.353989,271121687.680182,-1.00100739181764,-0.519249342427617,-1.29066230880666,0.481758049390023,-0.289654916989022,-0.771412966379045,0.0690681726323502,0.0441156149239981,False,,,,,,,SPO0425,,,Uncharacterized conserved protein,1,SPO_RS02150,1.0,2-ISOPROPYLMALATESYN-RXN
3832,4143,3376356.89436356,5836027.94831099,4057866.79518517,8156558.08564352,-0.773680708986276,-0.258975903489187,-1.18950334968791,0.514704805497089,-0.415822640701634,-0.930527446198723,0.0694049841585361,0.0441271303546752,False,,,,,,,SPOA0245,K25260,,L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH),1,SPO_RS21060,0.0,
3833,1931,96907618.2715002,120974897.003049,92524021.2642017,177506745.617132,-0.315307857722455,0.0706999602006455,-0.805400734090302,0.386007817923101,-0.490092876367846,-0.876100694290947,0.0694205090205983,0.0441386457853523,False,,,,,,,SPO1929,K21470,,"Murein L,D-transpeptidase YcbB/YkuD (YcbB) (PDB:6NTW) (PUBMED:18456808)",1,SPO_RS09795,0.0,
3834,3889,162933976.34616,269378308.343215,206146689.059359,370558433.975942,-0.748522153857489,-0.364498519080171,-1.13698113071751,0.384023634777317,-0.388458976860025,-0.772482611637343,0.0694344778223026,0.0441501612160294,False,,,,,,,SPO3887,K07113,,"FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family (FxsA)",1,SPO_RS19730,0.0,
3835,3858,55662037.6638622,100138720.518685,115463074.20381,145901036.434963,-0.846207823928033,-1.05007945841605,-1.31191789117034,-0.203871634488024,-0.465710067242312,-0.261838432754288,0.0694368879172964,0.0441616766467065,False,,,,,,,SPO3856,K09780,,"YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)",1,SPO_RS19570,0.0,
3836,4341,162691420.592052,293864671.715728,214319478.322413,409061286.143347,-0.86131476428056,-0.408746138371224,-1.25888257642549,0.452568625909336,-0.397567812144931,-0.850136438054267,0.0696331091537884,0.0441731920773837,False,,,,,,,SPOA0445,K09826,,Fe2+ or Zn2+ uptake regulation protein Fur/Zur (Fur) (PDB:1MZB),1,SPO_RS22075,0.0,
3837,743,64780398.7226928,67266345.5725868,66067230.701705,117779188.728149,-0.0622688953825623,-0.0388151117582147,-0.801818973835605,0.0234537836243475,-0.739550078453042,-0.76300386207739,0.0696968705010191,0.0441847075080608,False,,,,,,,SPO0744,,,"DNA-binding transcriptional regulator DnrI/AfsR/EmbR, SARP family, contains BTAD domain (DnrI) (PDB:2FEZ) (PUBMED:12625841)",1,SPO_RS22755,0.0,
3838,678,11575450.2695897,22534066.8612927,13740317.738399,20546216.5865849,-0.966845684008475,-0.250898878363667,-0.752049704437926,0.715946805644808,0.214795979570549,-0.501150826074258,0.0698338425926462,0.0441962229387379,False,,,,,,,SPO0679,K01800,"Tyrosine degradation, tyrosine => homogentisate",Glutathione S-transferase (GstA) (PDB:1A0F),1,SPO_RS03430,1.0,MALEYLACETOACETATE-ISOMERASE-RXN
3839,2925,53058297.2612829,63041148.6613924,70612369.4559286,105674153.634447,-0.263905524513628,-0.423270059932274,-0.947032692501846,-0.159364535418646,-0.683127167988217,-0.523762632569571,0.0698927525580866,0.044207738369415,False,,,,,,,SPO2929,,,Thymidine phosphorylase (DeoA) (PDB:1AZY),1,SPO_RS14855,2.0,"THYM-PHOSPH-RXN, URA-PHOSPH-RXN"
3840,613,3720147.28303958,5101432.51618087,6069297.99325123,8782230.83752763,-0.461480480583489,-0.715935824494394,-1.17379618961222,-0.254455343910905,-0.712315709028732,-0.457860365117827,0.069907577488345,0.0442192538000921,False,,,,,,,SPO0611,K17322,,"ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)",1,SPO_RS03085,0.0,
3841,1271,42871940.461551,61599049.8049801,61250637.0598241,103795682.257682,-0.518906216452155,-0.513158582673359,-1.19179356539246,0.00574763377879605,-0.67288734894031,-0.678634982719106,0.0699571261445629,0.0442307692307692,False,,,,,,,SPO1270,K01759,,"Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family (GloA) (PDB:3R4Q) (PUBMED:11830595)",1,SPO_RS06470,0.0,
3842,3561,10514206.6788731,19393185.1856651,17752681.812826,26346601.9390427,-0.889995669238604,-0.764337517865879,-1.25875649936476,0.125658151372725,-0.368760830126163,-0.494418981498888,0.0701117468179604,0.0442422846614463,False,,,,,,,SPO3562,K00375,,"DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain (ARO8) (PDB:2R2N)",1,SPO_RS18045,0.0,
3843,4024,82899745.5932906,79012623.3478395,78196367.1230334,158405376.467628,0.0724192752293255,0.0851524123254705,-0.841290500458921,0.0127331370961449,-0.913709775688246,-0.926442912784391,0.0701185091308286,0.0442538000921234,False,,,,,,,SPOA0124,,,Predicted ATP-binding protein involved in virulence,1,SPO_RS20455,0.0,
3844,2011,3306339.26419101,4964701.91008254,4822686.19478187,7246759.65644011,-0.577016597429231,-0.550738834761734,-1.09204415033423,0.0262777626674974,-0.515027552904999,-0.541305315572497,0.0702532772400715,0.0442653155228005,False,,,,,,,SPO2009,K11071,,"ABC-type spermidine/putrescine transport system, permease component I (PotB)",1,SPO_RS10195,0.0,
3845,3686,55213382.8434347,66939802.3936414,72919108.3489474,113233503.302594,-0.283130813786907,-0.40337138160017,-0.971161811494166,-0.120240567813262,-0.688030997707258,-0.567790429893996,0.0703462952085111,0.0442768309534776,False,,,,,,,SPO3685,K09927,,"DNA glycosylase YcaQ, repair of DNA interstrand crosslinks (YcaQ) (PUBMED:32409837)",1,SPO_RS18695,0.0,
3846,1145,1198861.57613713,2010624.1637215,2224533.54828061,3647412.71076648,-0.780385998362231,-0.918305725885243,-1.54675952290046,-0.137919727523012,-0.766373524538234,-0.628453797015222,0.0703596925585702,0.0442883463841547,False,,,,,,,SPO1144,,,"Nucleotide-binding universal stress protein,  UspA family (UspA) (PDB:1JMV)",1,SPO_RS05805,0.0,
3847,207,14942280.805319,21673532.331378,17866916.8320175,30214686.5189572,-0.536267915733386,-0.257171172405527,-0.949438737072888,0.279096743327858,-0.413170821339502,-0.692267564667361,0.0704286647202816,0.0442998618148318,False,,,,,,,SPO0209,K03324,,Na+/phosphate symporter (NptA),1,SPO_RS01065,1.0,TRANS-RXN66-1159
3848,1499,108873026.731555,98550868.7611115,124091326.502525,188531969.709357,0.129591315666417,-0.200830692362458,-0.743721719581074,-0.330422008028875,-0.873313035247491,-0.542891027218615,0.0706260876760905,0.0443113772455089,False,,,,,,,SPO1496,K02004,,"ABC-type antimicrobial peptide transport system, permease component (SalY)!!!ABC-type transport system involved in lipoprotein release, permease component LolC (LolE) (PDB:6F49)",1,SPO_RS07620,0.0,
3849,3133,29475706.8501748,53136248.4589269,33039902.4998872,83143937.5770253,-0.846316351719746,-0.159617389817508,-1.37708298428031,0.686698961902237,-0.530766632560563,-1.2174655944628,0.0707170296181,0.044322892676186,False,,,,,,,SPO3137,,,,1,SPO_RS15895,0.0,
3850,4274,5260870.14841188,8108271.90293835,8419322.84870109,13594304.4485924,-0.638042676995169,-0.69438047607079,-1.3020510210303,-0.0563377990756208,-0.664008344035139,-0.607670544959518,0.0707741429993209,0.0443344081068632,False,,,,,,,SPOA0377,K09472,"GABA biosynthesis, prokaryotes, putrescine => GABA",Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S),1,SPO_RS21745,0.0,
3851,4032,1582219.88085886,3082578.40644303,2260134.67612888,3905286.30675514,-0.937135645620738,-0.516093357364667,-1.23755485639586,0.421042288256071,-0.300419210775125,-0.721461499031196,0.0707998951784245,0.0443459235375403,False,,,,,,,SPOA0132,,,"Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit (HcaE) (PDB:4QDC)",1,SPO_RS20495,0.0,
3852,3312,3200621.83739306,3195823.18802544,4142804.74836339,5535960.48628578,0.0224401068551571,-0.361794189782386,-0.746992473257353,-0.384234296637544,-0.769432580112511,-0.385198283474967,0.0708016988426432,0.0443574389682174,False,,,,,,,SPO3316,K07086,,Uncharacterized conserved protein Alr0986 (PUBMED:17567742),1,SPO_RS16790,1.0,TRANS-RXN2K2G-8
3853,2787,5726489.40153909,8810457.7495458,11091341.4332919,11654528.4476287,-0.622979409248039,-0.953805166043419,-0.967584543555595,-0.33082575679538,-0.344605134307556,-0.0137793775121757,0.0708897642149927,0.0443689543988945,False,,,,,,,SPO2791,,,Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase (Acs) (PDB:4B2O) (PUBMED:14638756),1,SPO_RS14180,0.0,
3854,2478,10165722.302995,11869438.9720386,8158430.81961324,18586464.3754891,-0.211896328050716,0.317428739570956,-0.789069398487203,0.529325067621673,-0.577173070436487,-1.10649813805816,0.0709814121640768,0.0443804698295716,False,,,,,,,SPO2481,K15268,,Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),1,SPO_RS12600,0.0,
3855,3620,33093408.9183546,56323838.0728572,50537510.6912162,76462242.4979388,-0.766893939303049,-0.609633982241039,-1.13846943201205,0.157259957062009,-0.371575492709009,-0.528835449771019,0.0710858429635774,0.0443919852602487,False,,,,,,,SPO3621,,,"DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)",1,SPO_RS18345,0.0,
3856,958,27785444.3637502,33113519.3802154,30961524.2016637,55394670.0056882,-0.263732029947075,-0.166188418404562,-0.931166094527963,0.0975436115425125,-0.667434064580888,-0.7649776761234,0.0711519424076323,0.0444035006909258,False,,,,,,,SPO0958,,,,1,SPO_RS04810,0.0,
3857,2786,7709809.41834011,10681566.4307323,13642580.4209803,15465869.8955626,-0.474063497760489,-0.829734751443762,-0.951731253339399,-0.355671253683272,-0.477667755578909,-0.121996501895637,0.0711684490026162,0.0444150161216029,False,,,,,,,SPO2790,K01969,"Leucine degradation, leucine => acetoacetate + acetyl-CoA","Acetyl-CoA carboxylase, carboxyltransferase component (MmdA) (PDB:1OD2)",1,SPO_RS14175,1.0,METHYLCROTONYL-COA-CARBOXYLASE-RXN
3858,526,20856395.4689874,23470036.7900149,16288656.1080685,38044959.0944697,-0.153488662653074,0.377343207308594,-0.786474705571901,0.530831869961669,-0.632986042918826,-1.16381791288049,0.0712293482425879,0.04442653155228,False,,,,,,,SPO0524,,,Epoxyqueuosine reductase QueG (queuosine biosynthesis) (QueG) (PDB:5D08) (PUBMED:2150253),1,SPO_RS02645,0.0,
3859,287,102625382.743168,152643399.79039,94399066.0322592,183677445.017837,-0.575893100634193,0.121635992530624,-0.767490181355505,0.697529093164817,-0.191597080721312,-0.889126173886129,0.0713562012459335,0.0444380469829571,False,,,,,,,SPO0289,K07096,,"Predicted phosphoesterase, related to the Icc protein (PDB:2YVT)",1,SPO_RS01470,0.0,
3860,2970,10187221.4605331,14261577.7747185,12057496.3311547,21192399.5479603,-0.493233746410826,-0.253227136214086,-0.997020537792263,0.24000661019674,-0.503786791381436,-0.743793401578177,0.0713570682894129,0.0444495624136342,False,,,,,,,SPO2974,,,Dehydrogenase (flavoprotein) (FixC) (PDB:4OPU),1,SPO_RS15075,0.0,
3861,2719,97722074.1611419,57265930.1012902,88662174.7139066,144135790.494681,0.786413041326337,0.142753133608167,-0.464286401944562,-0.64365990771817,-1.2506994432709,-0.607039535552729,0.0713716100247365,0.0444610778443113,False,,,,,,,SPO2723,,,,1,SPO_RS13815,0.0,
3862,1728,29552224.0646624,31385629.3099861,21553728.924372,55834858.919421,-0.0836674024248012,0.45529340000845,-0.82090503625503,0.538960802433251,-0.737237633830229,-1.27619843626348,0.0714087737986036,0.0444725932749884,False,,,,,,,SPO3896,,,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)",1,SPO_RS08785,0.0,
3863,2734,168172986.947428,356928117.871003,327886195.580027,499715836.437351,-1.08483327423813,-0.962109380594981,-1.48192021498027,0.122723893643158,-0.397086940742138,-0.519810834385296,0.0717290860697835,0.0444841087056656,False,,,,,,,SPO2739,K07258,,D-alanyl-D-alanine carboxypeptidase (DacC) (PDB:1HD8),1,SPO_RS13915,0.0,
3864,1692,279723398.835516,270261887.053358,280709885.340974,681477027.83562,0.0509015368756244,0.00350416510947937,-1.15761108861256,-0.0473973717661451,-1.20851262548819,-1.16111525372204,0.0717380156964642,0.0444956241363427,False,,,,,,,SPO1691,K02871,,Ribosomal protein L13 (RplM) (PDB:1VS6),1,SPO_RS08580,0.0,
3865,3270,11523518.4808612,24285942.9514713,17253638.2699376,27149644.6332717,-1.00284311081079,-0.580067008220147,-1.21387066931064,0.422776102590649,-0.211027558499846,-0.633803661090496,0.0717579573450113,0.0445071395670198,False,,,,,,,SPO3274,,,,1,SPO_RS16580,0.0,
3866,1042,2525852.06660719,1150730.23808418,1694346.797774,4908116.07138612,1.15386046487029,0.623888867219566,-0.808613538756151,-0.529971597650728,-1.96247400362644,-1.43250240597571,0.0717783151784547,0.0445186549976969,False,,,,,,,SPO1043,,,,1,SPO_RS05255,0.0,
3867,333,116097132.679725,116446023.819594,99071145.512963,186958303.421061,-0.00466530037225609,0.23176253551038,-0.619495723818779,0.236427835882636,-0.614830423446523,-0.85125825932916,0.0718111453491647,0.044530170428374,False,,,,,,,SPO0335,,,Membrane protein TolA involved in colicin uptake (TolA) (PDB:1S62),1,SPO_RS01705,0.0,
3868,872,8625042.02617198,8845340.87263682,7255127.47762304,14578144.9533066,-0.024813806733686,0.25156711041448,-0.6827844600386,0.276380917148166,-0.657970653304914,-0.934351570453081,0.0718481037433788,0.0445416858590511,False,,,,,,,SPO0873,K01483,,Ureidoglycolate hydrolase (allantoin degradation) (AllA) (PDB:1XSQ),1,SPO_RS04400,1.0,UREIDOGLYCOLATE-LYASE-RXN
3869,258,9783293.60790368,11397619.0424187,9342446.45171075,18534630.7154962,-0.215082662979057,0.0715878407128407,-0.849970442507114,0.286670503691897,-0.634887779528057,-0.921558283219955,0.0719744161561428,0.0445532012897282,False,,,,,,,SPO0260,K01113,"Tetrahydrofolate biosynthesis, GTP => THF",Phosphodiesterase/alkaline phosphatase D (PhoD) (PDB:2YEQ),1,SPO_RS01325,0.0,
3870,438,64025972.5503165,98250875.7472197,79429702.5950976,122960265.18365,-0.61490246409615,-0.312805379530562,-0.888361384928305,0.302097084565588,-0.273458920832155,-0.575556005397743,0.0723403251604132,0.0445647167204053,False,,,,,,,SPO0438,,,Lipoprotein-anchoring transpeptidase ErfK/SrfK (ErfK) (PDB:4LZH),1,SPO_RS02215,3.0,"RXN-16665, RXN0-5401, RXN-16660"
